UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1720600026910, 11.7, -2.7, 19.65, 0.294, 0.049, 0.0456
1720600026926, 11.25, -2.15, 19.55, 0.298, 0.062, 0.0392
1720600026957, 11.75, -2.9, 19.5, 0.237, 0.08, 0.0424
1720600026973, 11.4, -2.55, 19.7, 0.285, 0.082, 0.0336
1720600026988, 11.35, -2.25, 19.55, 0.338, 0.103, 0.0584
1720600027004, 11.35, -3.15, 19.5, 0.244, 0.102, 0.0392
1720600027019, 11.8, -2.85, 19.85, 0.258, 0.066, 0.016
1720600027035, 11.35, -2.25, 19.55, 0.312, 0.103, 0.0664
1720600027051, 11.6, -2.5, 19.75, 0.283, 0.066, 0.0296
1720600027066, 11.75, -2.8, 19.65, 0.267, 0.051, 0.0216
1720600027082, 11.45, -2.65, 19.6, 0.3, 0.087, 0.0616
1720600027113, 11.45, -2.5, 19.5, 0.29, 0.099, 0.0528
1720600027129, 11.4, -2.5, 19.65, 0.294, 0.098, 0.0552
1720600027144, 11.55, -2.65, 19.85, 0.28, 0.079, 0.0232
1720600027160, 11.5, -2.75, 19.35, 0.269, 0.093, 0.0424
1720600027176, 11.55, -2.45, 19.5, 0.286, 0.098, 0.0576
1720600027207, 11.6, -2.45, 19.65, 0.289, 0.076, 0.04
1720600027254, 11.65, -2.4, 19.6, 0.291, 0.079, 0.0456
1720600027285, 11.7, -2.8, 19.65, 0.259, 0.069, 0.0312
1720600027316, 11.6, -2.5, 19.8, 0.299, 0.081, 0.0344
1720600027348, 11.7, -2.9, 19.8, 0.245, 0.068, 0.0344
1720600027379, 11.45, -2.45, 19.5, 0.282, 0.089, 0.0576
1720600027410, 11.35, -2.75, 19.55, 0.283, 0.096, 0.0368
1720600027441, 11.45, -2.55, 19.45, 0.254, 0.103, 0.0576
1720600027473, 11.65, -2.5, 19.65, 0.288, 0.072, 0.064
1720600027504, 11.75, -2.8, 19.5, 0.27, 0.09, 0.0424
1720600027551, 12.35, -2.15, 20.1, 0.354, 0.036, 0.0336
1720600027613, 10.85, -3.2, 19.1, 0.161, 0.148, 0.0664
1720600027644, 11.4, -3, 19.3, 0.224, 0.098, 0.0344
1720600027691, 11.85, -2.7, 18.85, 0.22, 0.114, 0.0608
1720600027754, 11.7, -2.3, 19.45, 0.27, 0.102, 0.0352
1720600027785, 11.8, -2.3, 19.8, 0.32, 0.069, 0.0144
1720600027816, 11.65, -2.4, 19.65, 0.304, 0.08, 0.0296
1720600027848, 11.6, -2.5, 19.5, 0.279, 0.038, 0.0016
1720600027879, 11.45, -2.15, 19.4, 0.303, 0.083, 0.0648
1720600027910, 11.5, -2.6, 19.35, 0.253, 0.09, -0.0056
1720600027941, 11.35, -2.45, 19.8, 0.33, 0.091, 0.052
1720600027973, 11.15, -2.65, 19.3, 0.253, 0.094, 0.0424
1720600028004, 12.05, -2.9, 19.8, 0.25, 0.018, -0.0144
1720600028035, 11.75, -3.4, 19.8, 0.191, 0.055, 0.0016
1720600028066, 12.05, -2.25, 19.95, 0.33, 0.039, -0.008
1720600028098, 12.65, -1.5, 20.55, 0.417, 0, 0.012
1720600028129, 11.9, -2.55, 19.65, 0.292, 0.089, 0.052
1720600028160, 10.45, -3, 18.95, 0.21, 0.185, 0.0976
1720600028191, 11.15, -2.05, 19.5, 0.329, 0.102, 0.056
1720600028223, 11.9, -2.7, 19.1, 0.27, 0.053, 0.068
1720600028254, 11.8, -2.8, 19.45, 0.229, 0.04, -0.0296
1720600028285, 12.3, -2.55, 20.5, 0.342, 0.037, 0.056
1720600028316, 11.55, -2.15, 19.4, 0.337, 0.09, 0.0672
1720600028348, 12.25, -2.5, 19.95, 0.29, 0.003, 0.0008
1720600028426, 11.55, -1.9, 19.55, 0.293, 0.077, 0.0112
1720600028457, 12.3, -4, 19.8, 0.186, 0.043, 0.044
1720600028488, 11.25, -1.65, 20.1, 0.343, 0.104, 0.0272
1720600028519, 12.2, -3.2, 19.15, 0.205, 0.025, -0.0032
1720600028551, 11.4, -2.2, 19.8, 0.341, 0.11, 0.0656
1720600028582, 11.15, -3.15, 19.6, 0.249, 0.124, 0.052
