UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722925900577, 15.6, -8.9, 12.35, -0.177, 0.129, -0.0856
1722925900592, 15.55, -9.2, 12.15, -0.214, 0.113, -0.068
1722925900608, 15.5, -8.65, 12.4, -0.184, 0.1, -0.084
1722925900623, 15.95, -8.55, 12.3, -0.148, 0.096, -0.0768
1722925900639, 15.85, -8.7, 12.5, -0.166, 0.092, -0.0792
1722925900655, 15.6, -8.95, 12.4, -0.209, 0.103, -0.0696
1722925900670, 15.6, -9.05, 12.4, -0.193, 0.128, -0.0824
1722925900686, 15.75, -8.7, 12.2, -0.164, 0.105, -0.0816
1722925900717, 15.85, -8.75, 12.3, -0.173, 0.093, -0.0768
1722925900764, 15.65, -8.8, 12.35, -0.178, 0.103, -0.0712
1722925900795, 15.95, -9.05, 12.35, -0.194, 0.104, -0.084
1722925900811, 15.7, -9, 12.35, -0.195, 0.097, -0.0824
1722925900842, 15.95, -8.9, 12.2, -0.18, 0.12, -0.0848
1722925900873, 15.7, -8.85, 12.45, -0.172, 0.095, -0.0728
1722925900905, 15.75, -8.9, 12.55, -0.174, 0.097, -0.0656
1722925900936, 15.5, -8.6, 12.15, -0.159, 0.12, -0.0776
1722925900967, 15.4, -8.45, 12.55, -0.132, 0.12, -0.0704
1722925900998, 16.1, -7.7, 12.15, -0.083, 0.081, -0.076
1722925901030, 14.2, -5.85, 12.5, 0.104, 0.244, -0.1152
1722925901061, 16.95, -6.55, 12.7, -0.083, 0.004, -0.0872
1722925901092, 15.8, -5.25, 13.1, 0.195, 0.048, -0.0768
1722925901123, 14.85, -4.7, 10.25, 0.185, 0.248, -0.1248
1722925901155, 15.3, -4.55, 8.85, 0.049, 0.123, -0.1344
1722925901186, 16.25, -5.9, 14.25, 0.077, 0.044, -0.0656
1722925901217, 17.45, -7.75, 11.8, -0.144, -0.032, -0.1336
1722925901248, 15.25, -4.95, 12.7, 0.298, 0.161, -0.18
1722925901280, 16.65, -9.35, 12.6, -0.179, 0.11, -0.0168
1722925901311, 16.3, -9.4, 12.05, -0.15, 0.17, -0.0368
1722925901342, 17.65, -11.65, 12.25, -0.337, 0.093, -0.1304
1722925901389, 16.9, -15.25, 13.5, -0.839, -0.032, -0.1064
1722925901436, 16.25, -11.15, 11.6, -0.331, 0.054, -0.0768
1722925901483, 15.85, -9.95, 11.75, -0.305, 0.103, -0.0616
1722925901514, 16.65, -8.15, 12.8, -0.131, 0.039, -0.096
1722925901561, 16.45, -7.5, 12.6, -0.035, 0.041, -0.0992
1722925901608, 16.5, -7.75, 12.45, -0.068, 0.03, -0.0896
1722925901639, 16.8, -7.45, 12.85, -0.068, 0.012, -0.0832
1722925901686, 16.5, -7.8, 12.45, -0.09, 0.032, -0.0848
1722925901733, 16.6, -7.55, 12.4, -0.088, 0.029, -0.0776
1722925901764, 16.75, -7.8, 12.6, -0.089, 0.032, -0.0776
1722925901795, 16.95, -7.65, 12.45, -0.092, 0.005, -0.0792
1722925901811, 15.9, -3.85, 6.05, 0.299, 0.155, -0.092
1722925901842, 23.65, -10.75, 5.95, -0.429, -0.69, -0.056
1722925901858, 19.25, -7.2, 8.2, -0.025, -0.161, -0.0544
1722925901889, 12.7, -5.8, 13.7, 0.138, 0.474, -0.0952
1722925901920, 12.95, -9.85, 14.4, -0.381, 0.326, -0.0848
1722925901952, 15.3, -8.1, 11, -0.108, 0.14, -0.1096
1722925901983, 16.15, -5.7, 10.35, 0.148, 0.084, -0.1216
1722925902014, 16.8, -8.65, 13.05, -0.104, 0.021, -0.0888
1722925902045, 16.9, -10, 15.95, -0.268, -0.04, -0.0448
1722925902061, 17.65, -8.45, 15, -0.257, -0.042, -0.0824
1722925902077, 17.1, -6.85, 12.75, -0.024, 0.064, -0.092
1722925902108, 16.9, -5.1, 8.75, 0.295, 0.178, -0.0696
1722925902139, 15.35, -3.6, -1.7, 0.708, 0.614, 0.0304
1722925902170, 17.7, -9.85, 6.75, -0.458, 0.068, -0.176
1722925902202, 16.6, -12.3, 12.4, -0.901, 0.023, -0.2
1722925902233, 16.9, -13.7, 11.95, -1.144, -0.063, -0.196
1722925902295, 15.85, -14.25, 8.95, -1.234, 0.181, -0.1512
1722925902311, 16.3, -14.85, 9.55, -1.335, 0.16, -0.1408
1722925902327, 16.15, -14.8, 9.95, -1.354, 0.14, -0.1296
1722925902358, 16.45, -15.4, 11, -1.43, 0.085, -0.1112
1722925902389, 16.35, -15.25, 11.1, -1.4, 0.077, -0.1504
1722925902420, 16.65, -15.5, 11.6, -1.454, 0.122, -0.1336
1722925902452, 17.15, -18.25, 13.05, -1.773, -0.068, -0.0856
1722925902483, 18.05, -22.45, 14.65, -2.228, -0.163, 0.0232
1722925902514, 16.8, -21.25, 7.95, -1.974, 0.001, -0.068
1722925902545, 17.05, -13.6, 7.45, -1.049, 0.116, -0.0952
1722925902577, 13.55, -6, 5.4, -0.107, 0.427, -0.1368
1722925902608, 16.25, -11.45, 9.15, -0.898, 0.11, 0.0112
1722925902639, 16.95, -13.25, 7.8, -0.915, 0.026, -0.0176
1722925902670, 14.85, -8.85, 11, -0.539, 0.335, -0.052
1722925902702, 16.2, -9.7, 10.5, -0.566, 0.24, -0.0384
1722925902733, 15.85, -13.05, 10.2, -0.875, 0.265, 0.04
1722925902764, 13.6, -13.55, 6.95, -0.996, 0.487, -0.0048
1722925902795, 14.1, -10.75, 5.55, -0.753, 0.549, -0.088
1722925902827, 13.15, -8.15, 6.25, -0.377, 0.678, -0.0096
1722925902858, 13.2, -7.45, 8, -0.353, 0.776, -0.0096
1722925902889, 12.05, -13.65, 4.35, -0.954, 0.842, 0.0584
1722925902920, 11.1, -12.15, 4.7, -0.813, 0.956, 0.0984
1722925902952, 10.95, -8.3, 8.85, -0.428, 1.068, 0.0992
1722925902983, 10.8, -11, 8.55, -0.902, 1.021, 0.1008
1722925903014, 12.9, -10.5, 10.35, -0.858, 0.748, 0.0784
1722925903045, 13.45, -6.5, 12.8, -0.445, 0.597, 0.0592
1722925903077, 15.6, -6.3, 12.95, -0.292, 0.344, -0.056
1722925903108, 17.8, -4.75, 18.4, -0.161, -0.103, -0.1392
1722925903139, 19.4, -2.4, 17.65, 0.412, -0.1, -0.16
1722925903170, 17.85, -6.25, 16.95, 0.15, 0.002, -0.1
1722925903202, 16.8, -5.65, 17, 0.168, 0.002, -0.1192
1722925903248, 18.95, -10.8, 9.35, -0.459, -0.208, 0.0192
1722925903280, 15.75, -12.35, 9.85, -0.496, 0.096, 0.0024
1722925903311, 18.1, -12.4, 5.55, -0.481, -0.066, -0.016
1722925903342, 17.55, -12.25, 4.4, -0.482, -0.122, 0.0104
1722925903373, 16, -10.8, 7.75, -0.35, 0.046, -0.0528
1722925903405, 19.6, -10.2, 9.2, -0.368, -0.353, -0.0504
1722925903436, 18.55, -8.9, 14.2, -0.188, -0.433, -0.0736
1722925903467, 16.05, -7.4, 13.7, 0.154, 0.042, -0.1608
1722925903498, 7.65, -4.6, 5.3, 0.709, 0.585, 0.2784
1722925903530, 21.3, -8.5, 11.2, -0.23, -0.543, 0.0056
1722925903561, 17.25, -4.15, 13.25, 0.216, -0.215, -0.0488
1722925903592, 19.35, -8.5, 12.6, -0.16, -0.395, -0.1688
1722925903623, 26, -0.4, 12.2, 0.46, -0.85, 0.0184
1722925903655, 27.05, 4.55, 11.9, 1.157, -0.919, -0.1376
1722925903686, 21.25, -4.75, 12.85, 0.361, -0.61, -0.1656
1722925903733, 16, -12.3, 15.3, -0.423, -0.011, -0.0936
1722925903764, 10.65, -14.8, 11.8, -0.639, 0.558, -0.0816
1722925903795, 8.25, -16.75, 13.45, -0.901, 0.715, -0.0464
1722925903827, 18.3, -12.25, 13.85, -0.308, -0.226, 0.0728
1722925903858, 21.8, -14.3, 11.85, -0.682, -0.545, 0.06
1722925903889, 15.65, -6.55, 10.8, 0.047, -0.045, -0.0848
1722925903920, 15.25, -4.7, 18.05, 0.077, -0.086, -0.0832
1722925903952, 18.35, -3.7, 11.05, 0.448, -0.186, -0.0976
1722925903983, 19.3, -10.15, 11.8, -0.37, -0.451, -0.1288
1722925904014, 16.8, -8.9, 10.3, -0.294, -0.223, -0.1056
1722925904045, 19.65, -8.55, 11.3, -0.561, -0.53, -0.336
1722925904077, 21.1, -5.1, 13.2, 0.113, -0.753, -0.1432
1722925904108, 17, -6.65, 12.65, 0.035, -0.291, -0.1592
1722925904139, 18.1, -6.35, 9.05, 0.032, -0.331, -0.1272
1722925904170, 19.05, -6.95, 9, -0.083, -0.418, -0.0976
1722925904202, 18.05, -6.7, 8.4, 0.001, -0.302, -0.0632
1722925904233, 20.65, -10.4, 8.4, -0.524, -0.558, -0.04
1722925904264, 22, -9.55, 13.95, -0.394, -0.735, -0.1048
1722925904295, 18.75, -9.1, 13.7, -0.388, -0.322, -0.104
1722925904311, 17.55, -8.9, 12.7, -0.4, -0.171, -0.0192
1722925904342, 18.25, -8.55, 15.95, -0.269, -0.233, -0.1112
1722925904373, 18.15, -7.65, 16.6, 0.062, -0.191, -0.0496
1722925904405, 17.2, -9.15, 14.7, -0.219, -0.148, -0.0728
1722925904436, 16.4, -5.9, 13.35, 0.157, 0.042, -0.1
1722925904483, 21.3, -8.55, 10.75, -0.207, -0.391, -0.0632
1722925904514, 21.75, -8.95, 12.25, -0.178, -0.488, -0.1216
1722925904545, 15.8, -7.8, 14.25, -0.017, 0.043, -0.0984
1722925904577, 14.6, -8.3, 14.25, -0.102, 0.114, -0.1072
1722925904639, 16.95, -8.3, 15.65, -0.184, -0.322, -0.0544
1722925904702, 20.1, -8, 16, -0.123, -0.823, -0.0592
1722925904733, 20.75, -6.55, 15.05, 0.085, -0.863, -0.0872
1722925904795, 21.8, -6.5, 17.3, 0.106, -1.13, -0.076
1722925904811, 20.75, -8.3, 16.3, 0.042, -1.004, -0.0152
1722925904842, 22.2, -8.8, 18.15, -0.209, -1.166, -0.1496
1722925904873, 22, -10.65, 17.05, -0.435, -1.132, -0.2304
1722925904905, 20.7, -7.9, 17.1, -0.178, -0.981, -0.2128
1722925904936, 21.85, -8.7, 17.15, -0.217, -1.078, -0.172
1722925904967, 21, -8.5, 16.65, -0.147, -0.988, -0.116
1722925905014, 21.15, -6.7, 15.8, 0.156, -0.999, 0.0008
1722925905045, 21.25, -5.9, 16.2, 0.219, -0.933, 0
1722925905077, 20.5, -6.75, 16.4, 0.18, -0.907, 0.0272
1722925905123, 21.3, -6.2, 16.15, 0.234, -0.984, 0.0384
1722925905170, 20.5, -6.6, 16.4, 0.164, -0.894, 0.0064
1722925905217, 21.3, -6.45, 16.2, 0.189, -0.963, 0.0272
1722925905280, 20.65, -6.65, 16.1, 0.2, -0.915, 0.016
1722925905327, 20.7, -6.5, 15.75, 0.203, -0.942, 0.0408
1722925905358, 20.1, -5.7, 15.65, 0.356, -0.954, 0.108
1722925905405, 19.95, -5.25, 16.85, 0.352, -0.746, 0.0952
1722925905436, 19.95, -5.1, 15.65, 0.455, -0.737, 0.0984
1722925905467, 21.15, -6.45, 16.5, 0.216, -0.765, 0.0984
1722925905498, 21.1, -4.25, 15.85, 0.479, -0.792, 0.0312
1722925905530, 21.45, -5.65, 17.3, 0.429, -0.885, 0.1792
1722925905561, 21.65, -6.05, 16.95, 0.37, -0.891, 0.1192
1722925905592, 20.65, -6.7, 18.35, 0.255, -0.797, 0.088
1722925905623, 18.15, -7.35, 18.65, 0.201, -0.586, 0.0008
1722925905655, 20.4, -7.45, 16.8, -0.018, -0.664, -0.0448
1722925905702, 22.05, -8.2, 12.9, -0.203, -0.736, -0.1472
1722925905733, 20.8, -6.25, 13.35, -0.009, -0.662, -0.1304
1722925905780, 19.55, -7.25, 14.3, -0.061, -0.512, -0.1144
1722925905811, 20.3, -8.3, 14.15, -0.158, -0.561, -0.108
1722925905873, 19.35, -8.15, 14.7, -0.161, -0.481, -0.1152
1722925905920, 19.8, -7.9, 14.5, -0.132, -0.513, -0.112
1722925905967, 19.75, -8.3, 14.45, -0.139, -0.515, -0.092
1722925906014, 21.05, -7.55, 14.65, -0.099, -0.608, -0.1384
1722925906061, 19.15, -8.05, 15.3, -0.083, -0.63, -0.0608
1722925906092, 20.9, -7.75, 16.45, -0.029, -0.816, -0.0872
1722925906139, 21.65, -7.6, 15.85, -0.023, -1.035, -0.064
1722925906170, 23.1, -7.2, 15.15, 0.023, -1.047, -0.0608
1722925906202, 23.85, -7.25, 14.85, 0.004, -1.055, -0.0856
1722925906233, 23.7, -8.6, 13.3, -0.19, -1.06, -0.1608
1722925906264, 20.75, -9.5, 14.3, -0.273, -0.688, -0.1432
1722925906295, 18.35, -8.9, 13.1, -0.148, -0.439, -0.1024
1722925906311, 19.2, -8.25, 12.85, -0.13, -0.569, -0.0976
1722925906342, 19.65, -8.25, 13, -0.142, -0.561, -0.0928
1722925906373, 21.9, -7.75, 12.5, -0.111, -0.734, -0.0784
1722925906405, 22.5, -9.05, 13.05, -0.277, -0.768, -0.1488
1722925906436, 22.4, -9.05, 13.15, -0.31, -0.76, -0.1632
1722925906467, 22.3, -9.3, 12, -0.337, -0.992, -0.1464
1722925906498, 23.45, -8.5, 11.4, -0.321, -1.177, -0.2368
1722925906530, 25.6, -8.8, 11.8, -0.345, -1.513, -0.2568
1722925906561, 24.4, -10.2, 12.35, -0.463, -1.471, -0.34
1722925906655, 22.55, -8.85, 13.25, -0.245, -0.915, -0.0704
1722925906686, 19.3, -6.55, 14.35, 0.145, -0.517, -0.0744
1722925906717, 19.25, -7.65, 12.95, 0, -0.458, -0.0592
1722925906748, 19.7, -7.2, 11.85, -0.002, -0.547, -0.0272
1722925906780, 20.15, -6.8, 13.6, 0.058, -0.567, -0.04
1722925906827, 19.85, -7.45, 12.65, -0.013, -0.603, 0.016
1722925906858, 22.55, -8.35, 13.7, -0.25, -0.719, -0.1808
1722925906889, 24.8, -12.1, 12.3, -0.718, -1.332, -0.1504
1722925906920, 28.1, -11.9, 13.45, -0.747, -1.864, -0.1552
1722925906952, 32.15, -11.5, 11.95, -0.792, -2.594, -0.3168
1722925906983, 35, -12.7, 11.45, -0.944, -2.93, -0.4272
1722925907014, 35.7, -11.5, 12.8, -0.8, -3.013, -0.4592
1722925907045, 36.1, -11.25, 11.75, -0.702, -3.099, -0.4184
1722925907077, 36, -11.1, 12.35, -0.704, -3.065, -0.4192
1722925907170, 35.75, -10.95, 12.15, -0.663, -3.039, -0.4048
1722925907217, 36.15, -11, 12.05, -0.663, -3.087, -0.4168
1722925907264, 35.85, -10.85, 12.2, -0.68, -3.051, -0.4088
1722925907295, 35.85, -10.95, 12.15, -0.664, -3.056, -0.3984
1722925907342, 35.7, -10.95, 12.25, -0.654, -3.035, -0.3712
1722925907389, 35.85, -10.7, 12.05, -0.634, -3.079, -0.4056
1722925907436, 35.75, -10.95, 12.3, -0.652, -3.034, -0.3752
1722925907467, 35.85, -10.85, 12.1, -0.637, -3.055, -0.3896
1722925907498, 36, -10.9, 12.35, -0.648, -3.047, -0.352
1722925907530, 33.95, -10.8, 12, -0.626, -2.923, -0.4056
1722925907577, 17.95, -10.7, 15, -0.455, -0.86, -0.26
1722925907608, 3.65, -8.5, 14.55, -0.09, 1.162, -0.0936
1722925907639, 14.05, -11.55, 13.9, -0.473, 0.218, -0.12
1722925907670, 23.6, -10.65, 13.85, -0.281, -0.774, -0.02
1722925907702, 13.55, -10.95, 18.25, -0.259, 0.23, -0.1528
1722925907733, 10.35, -11.45, 15.45, -0.609, 0.654, -0.0704
