UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1720526085460, 11.2, -2.3, 19.35, 0.275, 0.132, 0.0408
1720526085475, 11.45, -3.35, 19.25, 0.191, 0.075, 0.0096
1720526085491, 11.65, -2.75, 19.85, 0.278, 0.074, 0.0312
1720526085506, 11.35, -1.9, 19.55, 0.352, 0.128, 0.0656
1720526085522, 11.7, -3, 19.5, 0.235, 0.085, 0.0256
1720526085538, 11.8, -2.85, 19.7, 0.26, 0.069, 0.0336
1720526085553, 11.2, -2.1, 19.45, 0.316, 0.121, 0.0728
1720526085569, 11.75, -2.55, 19.8, 0.286, 0.061, 0.0232
1720526085585, 11.65, -2.9, 19.6, 0.269, 0.073, 0.0448
1720526085616, 11.35, -2.6, 19.65, 0.3, 0.092, 0.0584
1720526085631, 11.65, -2.55, 19.5, 0.28, 0.083, 0.0416
1720526085647, 11.65, -2.75, 19.55, 0.269, 0.086, 0.0416
1720526085678, 11.65, -2.7, 19.8, 0.281, 0.085, 0.0256
1720526085710, 11.7, -2.6, 19.6, 0.269, 0.092, 0.048
1720526085725, 11.35, -2.5, 19.6, 0.295, 0.099, 0.0504
1720526085772, 11.55, -2.55, 19.7, 0.287, 0.088, 0.0384
1720526085803, 11.7, -2.8, 19.6, 0.265, 0.077, 0.0504
1720526085835, 11.45, -2.45, 19.75, 0.289, 0.083, 0.04
1720526085850, 11.65, -2.85, 19.75, 0.273, 0.073, 0.036
1720526085866, 11.6, -2.75, 19.7, 0.253, 0.073, 0.0344
1720526085897, 11.55, -2.4, 19.8, 0.278, 0.093, 0.044
1720526085928, 11.6, -2.95, 19.7, 0.269, 0.084, 0.0464
1720526085960, 11.45, -2.4, 19.65, 0.277, 0.101, 0.0408
1720526085991, 11.5, -3.05, 19.95, 0.24, 0.086, 0.0528
1720526086022, 11.65, -2.2, 19.75, 0.323, 0.091, 0.052
1720526086053, 11.85, -2.6, 19.9, 0.308, 0.08, 0.04
1720526086085, 12.15, -2.05, 19.9, 0.344, 0.056, 0.0136
1720526086100, 11.7, -2.55, 19.7, 0.29, 0.095, 0.1088
1720526086132, 11.55, -2.05, 19.75, 0.347, 0.123, 0.056
1720526086163, 11.2, -2.75, 18.9, 0.24, 0.097, 0.0592
1720526086194, 11.95, -2.5, 20.15, 0.32, 0.051, 0.0272
1720526086225, 10.4, -3.2, 18.9, 0.191, 0.179, 0.076
1720526086241, 11.6, -1.9, 19.85, 0.343, 0.032, 0.0488
1720526086257, 12.05, -3.1, 20.4, 0.264, 0.008, 0.0184
1720526086288, 11.35, -2.6, 19.25, 0.245, 0.095, 0.0672
1720526086303, 12.1, -2.1, 20, 0.322, 0.057, 0.0152
1720526086335, 12.2, -2.55, 20.2, 0.334, 0.059, 0.0112
1720526086366, 12.05, -1.85, 20.15, 0.384, 0.001, -0.036
1720526086397, 11.15, -2.5, 19.5, 0.266, 0.087, 0.0464
1720526086460, 11.55, -2.25, 19.4, 0.305, 0.087, 0.0352
1720526086506, 11.3, -2.35, 19.1, 0.303, 0.119, 0.088
1720526086553, 12.05, -2.45, 19.65, 0.291, 0.012, 0.0096
1720526086600, 11.45, -2.65, 19.6, 0.267, 0.104, 0.0384
