UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722850321788, 11.1, -1.85, 19.4, 0.284, 0.097, 0.0384
1722850321804, 11.7, -1.6, 19.9, 0.347, 0.045, 0.0296
1722850321819, 11.4, -2.05, 19.55, 0.298, 0.094, 0.0528
1722850321835, 11.2, -2, 19.3, 0.268, 0.093, 0.0056
1722850321850, 11.15, -1.5, 19.5, 0.345, 0.104, 0.0408
1722850321866, 11, -2.15, 19.15, 0.269, 0.109, 0.0288
1722850321882, 11.45, -2.2, 19.45, 0.264, 0.08, 0.016
1722850321897, 11.15, -1.75, 19.25, 0.303, 0.095, 0.0456
1722850321913, 11.2, -1.65, 19.4, 0.301, 0.086, 0.0312
1722850321929, 11.45, -2.05, 19.55, 0.283, 0.064, 0.0088
1722850321944, 11.1, -2.05, 19.3, 0.286, 0.098, 0.0448
1722850321960, 11.4, -1.65, 19.35, 0.304, 0.088, 0.0272
1722850321975, 11.1, -1.75, 19.3, 0.295, 0.094, 0.0288
1722850321991, 11.35, -1.8, 19.4, 0.294, 0.097, 0.0384
1722850322007, 11.25, -2, 19.25, 0.269, 0.088, 0.0232
1722850322022, 11.2, -2.1, 19.6, 0.295, 0.089, 0.0216
1722850322038, 11.35, -1.75, 19.3, 0.297, 0.101, 0.0336
1722850322054, 11.2, -2.05, 19.35, 0.281, 0.094, 0.0168
1722850322069, 11.3, -1.95, 19.35, 0.289, 0.089, 0.0216
1722850322085, 11.3, -1.95, 19.25, 0.298, 0.083, 0.02
1722850322116, 11, -2, 19.4, 0.276, 0.095, 0.0248
1722850322163, 11.2, -1.8, 19.45, 0.311, 0.091, 0.0304
1722850322194, 11.35, -1.9, 19.35, 0.287, 0.082, 0.0256
1722850322225, 11.15, -1.85, 19.35, 0.297, 0.096, 0.0232
1722850322272, 11.25, -1.75, 19.25, 0.279, 0.098, 0.0376
1722850322304, 11.35, -1.9, 19.3, 0.292, 0.067, 0.0232
1722850322335, 11.45, -1.9, 19.55, 0.298, 0.087, 0.0272
1722850322366, 11.35, -1.65, 19.5, 0.316, 0.071, -0.0008
1722850322397, 11.6, -1.8, 19.5, 0.3, 0.08, 0.0392
1722850322429, 10.9, -1.95, 19.15, 0.31, 0.127, 0.036
1722850322460, 10.25, -2.5, 18.6, 0.195, 0.185, 0.0664
1722850322491, 11.75, -1.3, 20.05, 0.361, 0.07, -0.0136
1722850322522, 12.35, -1.75, 19.95, 0.31, 0.069, 0.0192
1722850322554, 10.95, -1.9, 19.15, 0.269, 0.146, 0.032
1722850322585, 11.75, -2.1, 19.45, 0.313, 0.044, 0.0616
1722850322616, 11.4, -1.95, 19.95, 0.283, 0.037, 0.0208
1722850322647, 11.75, -1.55, 19.35, 0.267, 0.058, 0.0168
1722850322679, 10.25, -2.25, 18.45, 0.193, 0.155, 0.0616
1722850322710, 10.5, -2.15, 19.1, 0.245, 0.155, 0.0424
1722850322757, 10.95, -2.4, 18.9, 0.234, 0.109, 0.0584
1722850322804, 11.35, -2.55, 19.05, 0.231, 0.081, 0.0624
1722850322850, 12, -2.05, 20, 0.309, 0.038, -0.0184
1722850322913, 12.15, -2.05, 20.2, 0.318, 0.014, -0.0312
1722850322960, 11.6, -1.95, 19.65, 0.289, 0.058, -0.0144
1722850323007, 11.4, -1.9, 19.55, 0.299, 0.087, 0.024
1722850323054, 11.95, -1.15, 19.85, 0.365, 0.022, -0.0152
1722850323100, 10.5, -2.1, 19.25, 0.249, 0.124, 0.0272
1722850323132, 11.55, -2, 19.95, 0.313, 0.12, 0.02
1722850323179, 12, -1.15, 20.05, 0.389, 0.05, -0.0104
1722850323210, 11.7, -2.05, 19.3, 0.239, 0.025, -0.0048
1722850323241, 11.7, -1.7, 19.6, 0.283, 0.006, -0.0312
