UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1720526618783, 16.25, -9.9, 12.3, -0.19, 0.102, -0.0432
1720526618799, 16.6, -9.75, 11.95, -0.181, 0.098, -0.024
1720526618830, 16.35, -9.95, 11.95, -0.206, 0.094, -0.0472
1720526618846, 16.35, -9.7, 12.05, -0.184, 0.084, -0.032
1720526618862, 16.7, -9.95, 12.2, -0.183, 0.067, -0.016
1720526618877, 16.45, -10, 12.25, -0.201, 0.088, -0.0488
1720526618908, 16.45, -9.95, 12, -0.183, 0.114, -0.0464
1720526618940, 16.65, -9.95, 12.1, -0.199, 0.084, -0.0192
1720526618971, 16.35, -10, 12.2, -0.175, 0.094, -0.0616
1720526619002, 16.7, -9.95, 11.9, -0.182, 0.069, -0.0408
1720526619033, 16.4, -9.85, 11.75, -0.179, 0.128, -0.0384
1720526619049, 16.55, -9.8, 12.15, -0.188, 0.084, -0.0664
1720526619065, 16.4, -9.9, 12, -0.195, 0.102, -0.048
1720526619096, 16.3, -9.85, 11.85, -0.182, 0.102, -0.0272
1720526619127, 16.55, -9.85, 12.15, -0.177, 0.093, -0.0312
1720526619158, 16.25, -9.3, 12.05, -0.165, 0.11, -0.0488
1720526619190, 16.85, -8.9, 11.85, -0.067, 0.04, -0.0544
1720526619221, 15.35, -6.8, 11.55, 0.107, 0.159, -0.052
1720526619252, 17.1, -7.6, 11.1, 0.078, 0.01, -0.0768
1720526619283, 16.25, -6.65, 12, 0.137, 0.096, -0.1136
1720526619315, 15.3, -5.3, 11.05, 0.277, 0.15, 0.0016
1720526619346, 15.7, -4.75, 12.15, 0.187, 0.069, -0.0616
1720526619377, 16.85, -6.9, 14, 0.01, -0.021, -0.04
1720526619408, 18.6, -9.25, 13.15, -0.147, -0.081, -0.0296
1720526619440, 17.05, -7.3, 13.3, 0.119, 0.06, -0.1416
1720526619471, 16.35, -8.95, 10.55, -0.156, 0.142, -0.1552
1720526619502, 16.7, -10.75, 10.55, -0.251, 0.135, -0.0544
1720526619533, 18.1, -12.05, 12.6, -0.228, 0.028, -0.0736
1720526619565, 16.95, -13.5, 14, -0.658, -0.085, 0.0816
1720526619596, 17.55, -15.05, 14.35, -0.873, -0.169, 0.0624
1720526619658, 18.05, -12.2, 13.6, -0.373, -0.028, -0.04
1720526619705, 18.2, -10.9, 12.75, -0.248, -0.058, -0.0288
1720526619752, 17.35, -8.9, 12.05, -0.108, 0.025, -0.0168
1720526619783, 17.35, -9.1, 11.8, -0.131, 0.024, -0.0464
1720526619815, 17.9, -9.05, 12.5, -0.113, -0.044, -0.0368
1720526619846, 17.25, -9.05, 12.25, -0.106, 0.021, -0.0376
1720526619862, 17.4, -8.65, 11.95, -0.075, 0.031, -0.0504
1720526619893, 17.35, -8.7, 12.15, -0.074, 0.025, -0.0448
1720526619940, 23.85, -11.8, 6.45, -0.478, -0.659, -0.0344
1720526619987, 17.15, -7.3, 13.7, 0.143, 0.041, -0.0664
1720526620033, 13.75, -8.7, 13.2, 0.059, 0.419, -0.0072
1720526620065, 17.15, -9.3, 9.65, -0.083, 0.094, -0.06
1720526620096, 18, -8.95, 11.2, -0.086, 0.002, -0.0152
1720526620127, 17.5, -10.15, 8.85, -0.258, -0.028, -0.024
1720526620158, 16.7, -7.65, 11.3, -0.018, 0.045, -0.0944
1720526620190, 16.55, -7.3, 14.1, 0.056, 0.174, -0.0472
1720526620221, 17.05, -7.5, 14.95, 0.015, 0.145, -0.0384
1720526620252, 15.95, -3.4, 9.85, 0.709, 0.318, -0.044
1720526620283, 17.65, -8.35, 10.55, 0.082, 0.15, -0.1272
1720526620315, 17.55, -11.4, 14, -0.36, 0.05, -0.1296
1720526620346, 16.55, -12.9, 14.15, -0.808, 0.158, -0.2392
1720526620377, 15.65, -13.25, 8.85, -0.742, 0.331, -0.2672
1720526620408, 14.5, -12.85, 8.65, -0.789, 0.382, -0.2816
1720526620440, 15.1, -13.75, 9.9, -0.976, 0.381, -0.2632
1720526620471, 15.25, -14.45, 10.25, -1.089, 0.381, -0.2824
1720526620502, 15.5, -15.05, 10.7, -1.22, 0.355, -0.2664
1720526620533, 16.6, -18.35, 14, -1.671, 0.128, -0.2248
1720526620627, 18.8, -16.65, 6.95, -1.624, -0.059, -0.06
1720526620658, 18.1, -11, 7.1, -0.591, 0.134, 0
1720526620690, 17.55, -8.9, 12.2, -0.35, 0.057, 0.0384
1720526620721, 17.45, -14.45, 10.3, -0.994, 0.048, -0.0008
1720526620737, 15.45, -10.05, 10.7, -0.527, 0.263, -0.1056
1720526620768, 15.95, -8.65, 11.6, -0.353, 0.263, -0.0016
1720526620783, 15.35, -9.2, 9.25, -0.449, 0.43, -0.0616
1720526620815, 15.85, -13.45, 10.25, -0.841, 0.333, 0.0104
1720526620846, 14.9, -15, 7.35, -1.044, 0.449, 0.056
1720526620877, 15.3, -14.4, 7.15, -0.88, 0.418, 0.0656
1720526620908, 13.65, -9.85, 7.4, -0.409, 0.624, 0.0312
1720526620940, 13.1, -8, 6.15, -0.456, 0.833, -0.0512
1720526620971, 12.2, -12.25, 6.3, -0.737, 0.896, 0.0536
1720526621002, 11.8, -14.3, 3.25, -0.886, 0.969, 0.1128
1720526621033, 12.25, -10.4, 8.05, -0.67, 1.057, 0.16
1720526621065, 11.45, -10.2, 9.45, -0.655, 1.081, 0.1296
1720526621096, 12.05, -12.2, 8.85, -1.01, 0.931, 0.2592
1720526621127, 13.2, -7.6, 10.8, -0.557, 0.813, 0.1656
1720526621158, 15.6, -10.35, 12.45, -0.791, 0.399, 0.1152
1720526621190, 17.65, -6.1, 16.4, -0.141, 0.068, -0.1384
1720526621221, 20.2, -3.5, 19.2, 0.358, -0.055, -0.3296
1720526621252, 18.75, -5.65, 17.6, 0.011, -0.168, -0.1224
1720526621283, 16, -7.8, 15.4, -0.014, 0.107, -0.1424
1720526621315, 17.8, -8.45, 13.45, 0.126, 0.017, -0.0416
1720526621346, 19.45, -11.55, 8.45, -0.323, -0.14, 0.0208
1720526621377, 17, -14.2, 5.7, -0.488, -0.039, 0.0672
1720526621408, 16.9, -13.65, 4.35, -0.428, 0.07, 0.0168
1720526621440, 17.15, -11.25, 5.45, -0.26, -0.028, -0.0368
1720526621471, 17.5, -12, 9.5, -0.331, -0.056, 0.0072
1720526621502, 18.9, -10.75, 9.25, -0.289, -0.278, -0.056
1720526621533, 20.3, -8.25, 12.05, -0.014, -0.394, -0.0488
1720526621565, 20.55, -8.35, 14.95, -0.028, -0.415, -0.0496
1720526621596, 19.7, -9.05, 12.9, -0.333, -0.283, 0.2856
1720526621627, 24.2, -12.5, 8.65, -0.513, -0.755, -0.124
1720526621658, 18.85, -1.05, 15.5, 0.808, 1.057, 0.2128
1720526621690, 13.4, -13.8, 11.8, -0.472, 0.372, 0.2128
1720526621721, 19.75, -4.5, 11.9, 0.446, -0.128, -0.0552
1720526621752, 22.75, -3.5, 12.55, 0.386, -0.434, 0.0512
1720526621783, 23.6, -2.05, 10.85, 0.493, -0.547, -0.076
1720526621830, 25, -0.5, 10.85, 0.871, -0.55, 0.0256
1720526621862, 19.8, -8.7, 11.75, -0.017, -0.269, 0.0504
1720526621893, 12.35, -14.4, 13.2, -0.629, 0.479, -0.0536
1720526621924, 6.3, -18.55, 14.15, -1.08, 1.039, -0.0448
1720526621955, 16.9, -14.35, 11.8, -0.332, -0.1, 0.096
1720526621987, 20.1, -13.15, 12, -0.401, -0.447, 0.0096
1720526622033, 17.45, -12.65, 11.9, -0.444, -0.185, 0.0472
1720526622065, 18.35, -6.1, 15.55, 0.116, -0.411, -0.096
1720526622096, 18.25, -2.55, 11.75, 0.703, -0.262, -0.1472
1720526622127, 17.1, -10.35, 11, -0.264, -0.086, -0.1192
1720526622158, 20.25, -10.75, 12.3, -0.221, -0.404, -0.164
1720526622190, 20.65, -9.2, 13.1, -0.166, -0.655, -0.2768
1720526622237, 21.85, -10.85, 12.75, -0.657, -0.814, -0.284
1720526622268, 20.4, -6.75, 13.15, -0.041, -0.647, -0.1224
1720526622299, 20, -9.4, 7.2, -0.235, -0.509, -0.0864
1720526622330, 19.75, -8.75, 7.65, 0.05, -0.393, -0.0704
1720526622362, 20.25, -8.25, 6.3, 0.035, -0.466, -0.0616
1720526622393, 22.3, -9.25, 7.8, -0.163, -0.701, -0.0352
1720526622424, 20.1, -8.25, 11.7, -0.119, -0.474, -0.0712
1720526622455, 20.15, -9.6, 13.7, -0.463, -0.464, 0
1720526622487, 19.5, -9.75, 13.75, -0.195, -0.362, -0.0784
1720526622533, 19.25, -10.8, 17.2, -0.326, -0.171, -0.0416
1720526622565, 17.8, -8.7, 12.7, 0.119, -0.093, -0.096
1720526622596, 18.25, -8.85, 13.65, -0.119, -0.095, -0.0392
1720526622643, 22.85, -8.2, 10.2, -0.026, -0.551, -0.0624
1720526622674, 21.45, -8.65, 11.25, 0.027, -0.488, -0.0336
1720526622705, 16.65, -11.35, 15.3, -0.399, -0.124, 0.0232
1720526622737, 14.8, -7.5, 13.85, -0.013, 0.122, -0.0808
1720526622768, 17.1, -7.65, 12.35, 0.029, -0.234, -0.0856
1720526622799, 19.7, -8.4, 14.9, 0.101, -0.604, -0.0264
1720526622830, 19.8, -8.65, 14.35, -0.092, -0.742, -0.0256
1720526622862, 22.05, -9.5, 14.95, -0.209, -0.895, -0.06
1720526622893, 23.6, -8.3, 13.75, 0.053, -1.123, -0.056
1720526622987, 23.75, -9.6, 16.2, -0.026, -1.32, 0.008
1720526623033, 22.25, -12.35, 16.5, -0.578, -1.169, -0.216
1720526623065, 22.95, -11.35, 17.25, -0.435, -1.204, -0.228
1720526623096, 22.35, -11.6, 17.3, -0.484, -1.138, -0.188
1720526623127, 22.2, -9.9, 16.95, -0.201, -1.094, -0.096
1720526623158, 22.85, -9, 16.55, -0.08, -1.166, -0.0544
1720526623205, 22.1, -8.05, 16.55, 0.046, -1.108, -0.0168
1720526623237, 22.4, -8.15, 16.7, 0.06, -1.09, -0.016
1720526623268, 22.2, -8.3, 16.6, 0.06, -1.083, -0.0168
1720526623299, 22.05, -8.75, 16.9, -0.003, -1.067, 0
1720526623330, 22.4, -8.7, 16.85, 0.008, -1.126, -0.004
1720526623362, 22.2, -8.6, 16.55, 0.05, -1.108, 0.0024
1720526623393, 21.75, -8.05, 16.25, 0.089, -1.1, -0.0128
1720526623440, 21.75, -6.9, 15.55, 0.254, -1.097, 0.0504
1720526623487, 20.75, -6.85, 15.75, 0.304, -0.989, 0.1248
