UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1720525556877, -6.35, 15.2, 0.25, -0.123, -0.026, -0.0328
1720525556908, -6.15, 15.3, 0.15, -0.128, -0.027, -0.0384
1720525556939, -6.2, 15.35, 0.15, -0.133, -0.028, -0.0352
1720525556971, -6.35, 15.3, 0.1, -0.119, -0.026, -0.0352
1720525557002, -6.2, 15.25, 0.25, -0.137, -0.027, -0.0344
1720525557033, -6.25, 15.25, 0.2, -0.132, -0.026, -0.0304
1720525557064, -6.05, 15.3, 0.2, -0.123, -0.026, -0.0272
1720525557096, -6.3, 15.4, 0.15, -0.138, -0.025, -0.036
1720525557127, -6.2, 15.2, 0.2, -0.128, -0.027, -0.0352
1720525557158, -6.35, 15.3, 0.2, -0.126, -0.026, -0.036
1720525557189, -6.25, 15.35, 0.25, -0.14, -0.028, -0.036
1720525557221, -6.2, 15.25, 0.1, -0.119, -0.027, -0.0264
1720525557252, -6.2, 15.3, 0.2, -0.129, -0.026, -0.0256
1720525557283, -6.15, 15.15, 0.15, -0.14, -0.027, -0.032
1720525557314, -6.15, 15.15, 0.2, -0.119, -0.028, -0.0312
1720525557346, -6.2, 15.15, 0.2, -0.136, -0.026, -0.0368
1720525557377, -6.2, 15.25, 0.15, -0.138, -0.026, -0.0296
1720525557408, -6.15, 15.15, 0.2, -0.113, -0.027, -0.0304
1720525557439, -6.1, 15.4, 0.2, -0.138, -0.027, -0.0264
1720525557471, -6.35, 15.5, 0.3, -0.128, -0.027, -0.0392
1720525557533, -6.3, 15.45, 0.15, -0.141, -0.026, -0.036
1720525557580, -6.3, 15.25, 0.15, -0.114, -0.027, -0.036
1720525557627, -6.1, 15.2, 0.25, -0.143, -0.027, -0.0312
1720525557689, -6.2, 15.15, 0.15, -0.125, -0.027, -0.0416
1720525557752, -6.25, 15.25, 0.15, -0.115, -0.027, -0.0376
1720525557783, -6.3, 15.25, 0.2, -0.14, -0.027, -0.0392
1720525557814, -6.25, 15.25, 0.2, -0.128, -0.026, -0.032
1720525557846, -6.15, 15.3, 0.15, -0.12, -0.027, -0.0296
1720525557892, -6.2, 15.3, 0.2, -0.144, -0.027, -0.0296
1720525557908, -6.25, 15.3, 0.15, -0.121, -0.027, -0.0384
1720525557955, -6.15, 15.25, 0.15, -0.122, -0.027, -0.0296
1720525557986, -6.1, 15.3, 0.25, -0.137, -0.027, -0.0352
1720525558017, -6.15, 15.1, 0.15, -0.118, -0.027, -0.0344
1720525558049, -6.2, 15.15, 0.25, -0.139, -0.026, -0.0256
1720525558080, -6.3, 15.35, 0.25, -0.132, -0.027, -0.0336
1720525558111, -5.65, 15.4, 0.15, -0.116, -0.023, 0.108
1720525558142, -7.35, 15.3, 0.2, -0.142, -0.041, -0.3392
1720525558174, -7.15, 15.4, 0.3, -0.182, -0.044, -0.2432
1720525558205, -5.45, 15.35, 0.15, -0.109, -0.022, 0.1672
1720525558236, -6.25, 16.35, 0.2, -0.013, -0.019, 0.0808
1720525558267, -7.1, 15.15, 0.5, -0.182, -0.027, -0.2568
1720525558299, -6.4, 15.65, 0.3, -0.099, -0.022, -0.1288
1720525558330, -6.45, 15.35, 0.15, -0.093, -0.032, -0.0512
1720525558361, -6.5, 15.3, 0.2, -0.179, -0.027, -0.132
1720525558377, -6.6, 15.15, 0.2, -0.129, -0.033, -0.2008
1720525558408, -5.95, 15.15, 0.1, -0.078, -0.029, 0.0728
1720525558455, -6.3, 15.35, 0.3, -0.134, -0.032, -0.064
1720525558502, -6.2, 15.2, 0.05, -0.095, -0.029, 0.0288
1720525558533, -6.2, 15.25, 0.3, -0.137, -0.023, -0.0056
1720525558564, -6.05, 15.25, 0.25, -0.151, -0.028, 0.0368
1720525558596, -6.45, 15.15, 0.1, -0.075, -0.027, -0.108
