UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722926105157, 11.5, -2.55, 19.4, 0.235, 0.095, 0.0384
1722926105173, 11.6, -1.65, 19.65, 0.309, 0.045, 0.0032
1722926105188, 11.1, -1.55, 19.5, 0.31, 0.1, 0.0576
1722926105204, 11.3, -1.9, 19.15, 0.263, 0.076, 0.0336
1722926105220, 11.7, -2.35, 19.4, 0.253, 0.057, 0.0144
1722926105235, 10.8, -1.9, 19.15, 0.281, 0.113, 0.0312
1722926105251, 11.2, -1.45, 19.5, 0.35, 0.095, 0.0328
1722926105266, 11.15, -2.4, 18.85, 0.242, 0.098, 0.0216
1722926105282, 11.35, -2.1, 19.45, 0.277, 0.084, 0.0248
1722926105298, 11.15, -1.65, 19.4, 0.325, 0.096, 0.0328
1722926105313, 11.2, -1.75, 19.35, 0.295, 0.092, 0.0296
1722926105345, 11.3, -2.1, 19.35, 0.269, 0.073, 0.0152
1722926105360, 11.1, -1.75, 19.4, 0.289, 0.091, 0.0272
1722926105376, 11.45, -1.85, 19.35, 0.295, 0.077, 0.0192
1722926105391, 11.2, -1.75, 19.25, 0.291, 0.098, 0.0312
1722926105423, 11.1, -1.95, 19.5, 0.285, 0.094, 0.0264
1722926105454, 11.1, -1.95, 19.35, 0.281, 0.093, 0.0304
1722926105485, 11.35, -2.05, 19.4, 0.287, 0.082, 0.0256
1722926105532, 11.2, -1.9, 19.3, 0.286, 0.093, 0.0336
1722926105563, 11.3, -2.05, 19.45, 0.279, 0.089, 0.0216
1722926105595, 11.15, -1.9, 19.3, 0.283, 0.09, 0.0256
1722926105626, 11.15, -1.95, 19.45, 0.292, 0.095, 0.0248
1722926105657, 11.35, -1.95, 19.2, 0.266, 0.084, 0.0264
1722926105688, 11.2, -1.55, 19.2, 0.306, 0.079, 0.032
1722926105720, 11.35, -1.8, 19.35, 0.263, 0.075, 0.036
1722926105751, 10.85, -1.9, 19.2, 0.281, 0.106, 0.0472
1722926105782, 11.4, -1.75, 19.2, 0.279, 0.072, 0.0288
1722926105813, 10.85, -2.15, 18.75, 0.205, 0.127, 0.04
1722926105845, 11.55, -1.7, 19.8, 0.364, 0.06, 0.068
1722926105876, 11.2, -1.85, 19.8, 0.349, 0.093, 0.0704
1722926105907, 11.8, -1.5, 20.35, 0.371, 0.045, -0.0184
1722926105938, 12.4, -1.55, 19.75, 0.351, 0, -0.0136
1722926105970, 11.2, -2.1, 19.5, 0.301, 0.085, 0.0576
1722926106001, 11.35, -1.95, 19.5, 0.278, 0.015, -0.0192
1722926106032, 11.55, -1.9, 19.8, 0.294, 0.085, 0.0032
1722926106063, 10.3, -2.7, 18.45, 0.172, 0.158, 0.0568
1722926106095, 11.2, -1.75, 19.5, 0.293, 0.12, 0.06
1722926106126, 10.65, -2.85, 18.75, 0.172, 0.137, 0.0568
1722926106188, 11.2, -2, 19.55, 0.28, 0.08, 0.032
1722926106235, 10.55, -2.2, 18.75, 0.235, 0.13, 0.0416
1722926106298, 11.6, -1.8, 19.6, 0.277, 0.059, -0.0056
1722926106329, 11.1, -1.95, 19.1, 0.268, 0.087, 0.0336
1722926106360, 11.5, -2.05, 19.45, 0.297, 0.079, 0.0224
1722926106423, 11.65, -1.8, 19.65, 0.295, 0.058, 0.0152
1722926106454, 11.25, -1.75, 19.3, 0.282, 0.084, 0.0304
1722926106485, 11.4, -1.95, 19.4, 0.275, 0.09, 0.0336
1722926106516, 11.3, -1.95, 19.55, 0.293, 0.082, 0.0184
1722926106548, 11.4, -2.4, 19.1, 0.234, 0.079, 0.0144
1722926106579, 11.75, -1.75, 19.9, 0.317, 0.06, 0.0072
1722926106610, 10.85, -2.45, 18.9, 0.228, 0.137, 0.0656
1722926106641, 11.7, -3, 19.9, 0.179, 0.087, -0.0216
1722926106673, 10.7, -2.05, 19.45, 0.308, 0.12, 0.0696
1722926106704, 10.3, -1.85, 19.05, 0.234, 0.175, 0.044
1722926106735, 10.7, -2.25, 18.4, 0.219, 0.133, 0.0384
1722926106766, 10.8, -2.1, 18.95, 0.255, 0.133, 0.0648
1722926106798, 10.75, -2.3, 19, 0.264, 0.155, 0.1
1722926106829, 9.85, -1.45, 18.3, 0.275, 0.155, 0.0408
1722926106860, 11.2, -2.5, 19.35, 0.243, 0.103, 0.0456
1722926106891, 11.2, -1.2, 19.4, 0.357, 0.07, 0.0264
1722926106923, 11.45, -2, 19.5, 0.297, 0.071, 0.0496
1722926106954, 11.75, -2.05, 20, 0.299, 0.049, -0.0296
1722926106985, 11.25, -1.85, 19.25, 0.309, 0.075, 0.0488
1722926107016, 10.7, -1.75, 18.55, 0.283, 0.153, 0.0808
1722926107095, 10.7, -1.5, 19.35, 0.316, 0.133, 0.0656
1722926107126, 11.7, -2.25, 19.85, 0.262, 0.047, -0.0056
1722926107157, 11.15, -1.8, 18.9, 0.283, 0.099, 0.0424
1722926107188, 10.7, -1.6, 18.9, 0.315, 0.13, 0.06
1722926107220, 10.85, -2.55, 19.15, 0.227, 0.134, 0.0472
1722926107251, 11, -1.95, 19.7, 0.298, 0.115, 0.0688
1722926107282, 9.95, -2.05, 18.05, 0.2, 0.179, 0.0424
1722926107313, 10.3, -2, 18.3, 0.239, 0.156, 0.0632
1722926107345, 10.65, -1.55, 19.05, 0.329, 0.146, 0.1072
1722926107376, 12.05, -2.6, 19.65, 0.22, -0.005, -0.0688
1722926107407, 10.5, -1.05, 18.75, 0.328, 0.132, 0.0568
1722926107438, 11, -2.4, 19.1, 0.24, 0.097, 0.0608
1722926107470, 9.55, -2.6, 18, 0.149, 0.235, 0.092
1722926107501, 10.75, -2.95, 18.55, 0.192, 0.122, 0.0376
1722926107532, 11.25, -1, 20.25, 0.413, 0.1, 0.0072
1722926107563, 12.55, -1.7, 19.65, 0.322, -0.011, -0.0248
1722926107595, 11.65, -1.3, 19.7, 0.368, 0.058, 0.0032
1722926107626, 11.1, -2.5, 19.2, 0.26, 0.125, 0.0464
1722926107657, 11.45, -2, 19.9, 0.282, 0.077, 0.0152
1722926107688, 11.9, -1.95, 19.6, 0.3, 0.021, -0.0096
1722926107720, 11.3, -2.1, 18.85, 0.26, 0.079, 0.0376
1722926107751, 10.65, -2, 19.15, 0.241, 0.133, 0.0464
1722926107782, 11.2, -2.35, 19.05, 0.257, 0.082, 0.0456
1722926107813, 11.65, -2, 19.4, 0.289, 0.05, -0.0192
1722926107845, 11.15, -2.2, 19.65, 0.251, 0.11, 0.0408
1722926107876, 10.3, -2.05, 18.8, 0.241, 0.19, 0.076
1722926107907, 11.45, -1.35, 19.15, 0.355, 0.079, 0.0304
1722926107938, 10.95, -2.35, 19.05, 0.25, 0.092, 0.016
1722926107970, 10.85, -2, 19.5, 0.293, 0.115, 0.0264
1722926108001, 11.2, -2.35, 19.65, 0.302, 0.114, 0.0504
1722926108032, 11.35, -1.4, 19.4, 0.326, 0.094, 0.0328
1722926108048, 11.45, -2.35, 19.55, 0.282, 0.09, 0.0584
1722926108095, 11.55, -1.75, 19.7, 0.321, 0.08, 0.0536
1722926108141, 10.95, -1.5, 19.3, 0.326, 0.13, 0.032
1722926108173, 11.2, -2.8, 18.85, 0.163, 0.083, -0.0088
1722926108204, 11.8, -1.95, 19.95, 0.387, 0.057, 0.0264
1722926108235, 13.15, -3.15, 18.8, 0.134, -0.064, -0.0528
1722926108267, 7.55, -2.7, 20, 0.313, 0.391, 0.2328
1722926108298, 5.75, -3.35, 17.8, 0.188, 0.506, 0.2128
1722926108329, 2.9, -6.4, 19.35, -0.065, 0.681, 0.1968
1722926108360, 2.1, -3.55, 20.45, 0.304, 0.7, 0.208
1722926108392, 7.2, -5.75, 25.7, -0.184, 0.058, -0.012
1722926108423, 2.15, -4.15, 17.8, 0.274, 0.725, -0.0336
1722926108454, 12.15, -2.4, 24.75, 0.125, -0.036, -0.0456
1722926108485, 12.1, -3.85, 21.3, 0.448, 0.008, 0.076
1722926108517, 14.9, -4.1, 15.95, 0.539, -0.108, -0.3448
1722926108563, 20.75, -2.45, 15.85, 0.082, -0.183, -0.2952
1722926108595, 21.65, -4.25, 18.2, 0.323, -0.562, -0.1504
1722926108642, 14.05, -7.8, 14.35, -0.36, 0.156, -0.044
1722926108673, 14.15, -7.85, 21.95, 0.024, -0.172, 0.048
1722926108704, 6.7, -6.55, 20.9, -0.05, 0.476, 0.1592
1722926108751, 10.8, -8.25, 22.4, -0.071, 0.116, 0.0096
