UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1720601655758, -6.3, 15.15, 0.3, -0.132, -0.026, -0.0312
1720601655790, -6.4, 15.3, 0.3, -0.13, -0.026, -0.0344
1720601655805, -6.35, 15.2, 0.3, -0.128, -0.024, -0.0344
1720601655836, -6.35, 15.25, 0.3, -0.129, -0.025, -0.0352
1720601655868, -6.5, 15.25, 0.25, -0.131, -0.025, -0.032
1720601655899, -6.3, 15.2, 0.35, -0.129, -0.025, -0.036
1720601655930, -6.4, 15.25, 0.3, -0.13, -0.025, -0.032
1720601655961, -6.25, 15.2, 0.25, -0.131, -0.025, -0.0336
1720601655993, -6.35, 15.35, 0.35, -0.126, -0.027, -0.0304
1720601656024, -6.35, 15.3, 0.2, -0.131, -0.026, -0.0352
1720601656055, -6.45, 15.3, 0.3, -0.13, -0.025, -0.0336
1720601656086, -6.35, 15.4, 0.25, -0.127, -0.026, -0.0344
1720601656118, -6.35, 15.2, 0.45, -0.133, -0.026, -0.0344
1720601656149, -6.45, 15.25, 0.3, -0.127, -0.025, -0.0304
1720601656180, -6.35, 15.3, 0.2, -0.129, -0.026, -0.032
1720601656211, -6.25, 15.15, 0.3, -0.133, -0.025, -0.0328
1720601656243, -6.25, 15.25, 0.25, -0.127, -0.025, -0.0336
1720601656274, -6.3, 15.2, 0.3, -0.129, -0.026, -0.0344
1720601656305, -6.35, 15.3, 0.3, -0.131, -0.025, -0.0336
1720601656336, -6.35, 15.25, 0.25, -0.128, -0.026, -0.0336
1720601656368, -6.4, 15.3, 0.3, -0.13, -0.026, -0.0352
1720601656399, -6.3, 15.35, 0.3, -0.13, -0.024, -0.032
1720601656446, -6.5, 15.2, 0.2, -0.129, -0.026, -0.0328
1720601656493, -6.35, 15.3, 0.3, -0.13, -0.025, -0.0312
1720601656540, -6.25, 15.3, 0.25, -0.128, -0.025, -0.0328
1720601656571, -6.45, 15.35, 0.3, -0.13, -0.025, -0.0312
1720601656618, -6.45, 15.2, 0.3, -0.129, -0.026, -0.0376
1720601656649, -6.35, 15.3, 0.3, -0.131, -0.027, -0.0352
1720601656696, -6.35, 15.25, 0.25, -0.129, -0.026, -0.0352
1720601656727, -6.35, 15.2, 0.25, -0.132, -0.025, -0.0328
1720601656758, -6.35, 15.2, 0.3, -0.131, -0.026, -0.032
1720601656790, -6.15, 15.3, 0.3, -0.127, -0.026, -0.032
1720601656821, -6.35, 15.25, 0.2, -0.131, -0.026, -0.0304
1720601656883, -6.4, 15.25, 0.25, -0.129, -0.026, -0.0336
1720601656915, -6.3, 15.25, 0.35, -0.131, -0.025, -0.0336
1720601656946, -6.35, 15.3, 0.25, -0.128, -0.026, -0.0336
1720601656977, -6.45, 15.35, 0.15, -0.13, -0.026, -0.0336
1720601657008, -6.4, 15.2, 0.3, -0.131, -0.025, -0.036
1720601657040, -6.3, 15.35, 0.25, -0.128, -0.026, -0.0296
1720601657071, -6.25, 15.35, 0.3, -0.129, -0.025, -0.0336
1720601657102, -6.15, 15.25, 0.2, -0.132, -0.026, 0.0128
1720601657133, -6.55, 15.2, 0.55, -0.156, -0.025, -0.088
1720601657165, -6.95, 15.25, 0.05, -0.127, -0.026, -0.208
1720601657196, -5.25, 15, 0.15, -0.094, -0.025, 0.2568
1720601657227, -6.35, 15.3, 0.8, -0.237, -0.018, -0.0472
1720601657258, -6.75, 15.15, -0.2, 0.014, -0.048, -0.1384
1720601657290, -6.25, 15.5, 0.15, -0.127, -0.035, 0.0224
1720601657305, -5.9, 15.6, 0.75, -0.28, -0.008, 0.0952
1720601657336, -6.4, 15.2, 0.2, -0.175, -0.02, -0.0048
1720601657368, -5.9, 15, 0.1, -0.041, -0.021, 0.0672
1720601657446, -6.6, 15.15, 0, 0.023, -0.022, -0.1232
1720601657493, -6.45, 15.4, 0.65, -0.285, -0.02, -0.092
1720601657524, -6.1, 15.25, 0, 0.004, -0.03, -0.0464
1720601657555, -6.65, 15.45, 0.35, -0.126, -0.03, -0.1608
1720601657586, -6.1, 15.5, 0.9, -0.244, -0.034, 0.0072
1720601657618, -6.75, 15.45, 0.05, -0.001, -0.026, -0.144
1720601657649, -6.4, 15.45, 0.5, -0.184, -0.023, -0.0584
1720601657680, -6.7, 15.4, 0.55, -0.234, -0.035, -0.1176
1720601657711, -6.5, 15, -0.15, 0.026, -0.032, -0.0824
1720601657743, -6.6, 15.25, 0.6, -0.254, -0.028, -0.1088
1720601657774, -6.35, 15.25, 0.3, -0.132, -0.032, -0.0392
1720601657805, -6.2, 15.15, 0, 0.012, -0.025, -0.0136
1720601657836, -6.25, 15.3, 0.85, -0.286, -0.019, 0
1720601657868, -6.2, 15.15, 0.05, -0.071, -0.033, -0.0336
1720601657899, -6.65, 15.4, 0, -0.071, -0.03, -0.0736
