UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722588496518, 16.2, -9.65, 11.9, -0.199, 0.078, -0.0672
1722588496533, 15.75, -9.2, 11.75, -0.172, 0.114, -0.0712
1722588496565, 15.95, -9.5, 11.85, -0.181, 0.107, -0.0832
1722588496580, 15.75, -9.4, 11.75, -0.178, 0.126, -0.0936
1722588496596, 16, -9.3, 12.1, -0.168, 0.078, -0.0744
1722588496611, 16, -9.55, 12.15, -0.186, 0.075, -0.068
1722588496627, 16.1, -9.7, 12.1, -0.21, 0.102, -0.0784
1722588496643, 15.9, -9.55, 11.95, -0.188, 0.104, -0.0608
1722588496674, 16.2, -9.4, 11.8, -0.18, 0.087, -0.0664
1722588496736, 15.95, -9.6, 11.9, -0.191, 0.11, -0.0832
1722588496768, 16, -9.25, 11.85, -0.191, 0.092, -0.0568
1722588496783, 16, -9.5, 12.1, -0.194, 0.101, -0.0784
1722588496799, 15.85, -9.45, 12.15, -0.185, 0.097, -0.0808
1722588496830, 16.2, -9.5, 11.95, -0.183, 0.063, -0.084
1722588496861, 15.55, -9.25, 11.7, -0.186, 0.127, -0.0848
1722588496893, 16.15, -8.55, 11.85, -0.095, 0.068, -0.0872
1722588496924, 15.35, -7.8, 11.25, -0.053, 0.137, -0.0608
1722588496955, 15.8, -6.55, 11.3, 0.042, 0.064, -0.0912
1722588496986, 16.85, -7.3, 11.1, 0.053, -0.042, -0.0944
1722588497018, 15.45, -6.4, 10.6, 0.085, 0.207, -0.1344
1722588497049, 16.05, -6.25, 12.4, -0.002, 0.01, -0.1768
1722588497080, 17, -6.35, 14.15, 0.037, -0.156, -0.1608
1722588497111, 15.35, -5.6, 12.3, 0.27, 0.117, -0.148
1722588497143, 16.25, -7.75, 10.1, -0.004, 0.05, -0.0896
1722588497174, 16.3, -7.1, 11.95, 0.079, 0.129, -0.1296
1722588497205, 17.2, -11.3, 10.75, -0.227, -0.058, -0.0792
1722588497236, 17.15, -11.75, 12.25, -0.473, 0.019, -0.0856
1722588497252, 17.35, -11, 13.5, -0.328, 0.035, 0.0472
1722588497283, 17.7, -13.8, 12.9, -0.352, 0.012, -0.0688
1722588497315, 16.45, -16, 9.7, -0.637, 0.195, -0.0232
1722588497377, 17.95, -12.4, 13.55, -0.409, -0.046, -0.0544
1722588497424, 17.25, -9.8, 12.55, -0.18, -0.013, -0.0416
1722588497486, 17.15, -8.75, 12.3, -0.123, 0.005, -0.0824
1722588497518, 16.75, -8.55, 11.65, -0.109, 0.026, -0.0776
1722588497565, 16.95, -8.45, 12.15, -0.096, -0.003, -0.0808
