UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1720601529527, -6.35, 15.4, 0.25, -0.128, -0.025, -0.032
1720601529542, -6.25, 15.2, 0.2, -0.131, -0.024, -0.0336
1720601529573, -6.3, 15.25, 0.3, -0.131, -0.025, -0.032
1720601529605, -6.25, 15.35, 0.25, -0.13, -0.025, -0.0328
1720601529636, -6.35, 15.35, 0.2, -0.131, -0.025, -0.036
1720601529667, -6.3, 15.2, 0.3, -0.129, -0.026, -0.0336
1720601529698, -6.45, 15.35, 0.3, -0.128, -0.026, -0.0352
1720601529730, -6.35, 15.4, 0.25, -0.131, -0.025, -0.032
1720601529761, -6.4, 15.25, 0.25, -0.13, -0.026, -0.0336
1720601529792, -6.3, 15.25, 0.25, -0.131, -0.025, -0.0336
1720601529823, -6.35, 15.25, 0.3, -0.129, -0.025, -0.032
1720601529870, -6.25, 15.3, 0.3, -0.128, -0.025, -0.0376
1720601529902, -6.45, 15.3, 0.3, -0.133, -0.027, -0.0336
1720601529933, -6.35, 15.5, 0.3, -0.128, -0.026, -0.032
1720601529964, -6.35, 15.3, 0.25, -0.128, -0.026, -0.0368
1720601529995, -6.3, 15.1, 0.3, -0.13, -0.025, -0.0304
1720601530027, -6.3, 15.25, 0.3, -0.128, -0.025, -0.0384
1720601530058, -6.4, 15.35, 0.25, -0.13, -0.025, -0.036
1720601530073, -6.45, 15.15, 0.3, -0.131, -0.027, -0.0352
1720601530105, -6.3, 15.45, 0.2, -0.128, -0.027, -0.0376
1720601530183, -6.35, 15.45, 0.25, -0.129, -0.026, -0.0328
1720601530214, -6.3, 15.3, 0.4, -0.126, -0.025, -0.0272
1720601530261, -6.45, 15.25, 0.25, -0.127, -0.026, -0.0336
1720601530308, -6.35, 15.3, 0.35, -0.13, -0.025, -0.0368
1720601530355, -6.35, 15.35, 0.15, -0.129, -0.026, -0.0312
1720601530370, -6.25, 15.25, 0.3, -0.127, -0.027, -0.0336
1720601530417, -6.25, 15.15, 0.25, -0.129, -0.026, -0.036
1720601530464, -6.35, 15.25, 0.25, -0.13, -0.026, -0.0368
1720601530511, -6.3, 15.15, 0.2, -0.133, -0.026, -0.0376
1720601530542, -6.3, 15.3, 0.2, -0.132, -0.025, -0.0368
1720601530573, -6.5, 15.3, 0.2, -0.131, -0.025, -0.0336
1720601530605, -6.3, 15.25, 0.3, -0.129, -0.025, -0.0336
1720601530636, -6.3, 15.35, 0.2, -0.127, -0.026, -0.0336
1720601530667, -6.35, 15.2, 0.3, -0.13, -0.026, -0.0368
1720601530698, -6.45, 15.2, 0.2, -0.129, -0.025, -0.0336
1720601530730, -6.25, 15.2, 0.2, -0.131, -0.026, -0.0312
1720601530761, -6.35, 15.25, 0.3, -0.13, -0.025, -0.0384
1720601530792, -6.3, 15.2, 0.35, -0.129, -0.026, -0.0312
1720601530823, -6.4, 15.2, 0.35, -0.133, -0.026, -0.0208
1720601530855, -6.2, 15.25, 0.3, -0.124, -0.024, -0.0224
1720601530886, -6.85, 15.25, 0.1, -0.128, -0.031, -0.1488
1720601530917, -5.95, 15.2, 0, -0.104, -0.022, 0.088
1720601530948, -6.2, 15.35, 0.4, -0.213, -0.022, 0.052
1720601530980, -6.35, 14.9, 0.2, -0.078, -0.029, 0.0288
1720601531042, -6.15, 15.4, 0.4, -0.24, -0.032, 0.068
