UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722924561212, 11.4, -1.55, 19.4, 0.302, 0.103, 0.0112
1722924561228, 11.3, -1.85, 19.25, 0.267, 0.076, 0.0232
1722924561244, 11.2, -1.85, 19.4, 0.28, 0.101, 0.0328
1722924561259, 11.15, -1.7, 19.35, 0.289, 0.094, 0.0256
1722924561275, 11.5, -1.5, 19.5, 0.314, 0.072, 0.0032
1722924561290, 11.1, -2.1, 19.35, 0.273, 0.098, 0.0304
1722924561306, 11.35, -2.15, 19.25, 0.251, 0.075, 0.0064
1722924561322, 11.4, -1.55, 19.4, 0.307, 0.082, 0.0208
1722924561337, 11.15, -1.5, 19.25, 0.298, 0.106, 0.0328
1722924561369, 11.35, -1.95, 19.35, 0.267, 0.1, 0.0368
1722924561400, 11.2, -1.5, 19.25, 0.312, 0.089, 0.0272
1722924561415, 11, -2, 19.35, 0.286, 0.115, 0.0264
1722924561431, 11.3, -1.95, 19.15, 0.259, 0.089, 0.0216
1722924561462, 11.35, -1.65, 19.3, 0.278, 0.094, 0.0176
1722924561478, 11.4, -1.8, 19.35, 0.286, 0.086, 0.0184
1722924561509, 11.4, -1.85, 19.4, 0.279, 0.087, 0.0272
1722924561572, 11.25, -1.8, 19.3, 0.277, 0.094, 0.0248
1722924561587, 11, -1.8, 19.25, 0.289, 0.096, 0.0344
1722924561619, 11.3, -1.9, 19.25, 0.274, 0.096, 0.0208
1722924561650, 11.1, -1.8, 19.25, 0.281, 0.099, 0.0264
1722924561681, 11.1, -1.8, 19.35, 0.288, 0.086, 0.0088
1722924561712, 11.25, -1.95, 19.2, 0.268, 0.106, 0.0208
1722924561744, 11.15, -1.65, 19.45, 0.3, 0.088, 0.0376
1722924561775, 10.85, -2, 19, 0.254, 0.122, 0.0184
1722924561806, 11.1, -1.55, 19.25, 0.322, 0.09, 0.024
1722924561837, 10.7, -2.25, 19, 0.222, 0.107, 0.04
1722924561869, 10.15, -2.2, 18.6, 0.204, 0.199, 0.0536
1722924561900, 11.3, -1.6, 19.4, 0.311, 0.122, 0.0608
1722924561947, 11, -2.2, 19.2, 0.263, 0.072, 0.0352
1722924561962, 10.2, -1.95, 18.5, 0.23, 0.154, 0.0256
1722924561994, 10.7, -2.25, 18.5, 0.221, 0.12, -0.0104
1722924562025, 11.4, -1.5, 19.85, 0.334, 0.096, 0.0944
1722924562056, 11.55, -2.35, 19.85, 0.314, 0.091, 0
1722924562087, 11.05, -2.2, 19, 0.215, 0.079, 0.0088
1722924562119, 11.3, -2.35, 19.25, 0.21, 0.095, 0.0328
1722924562150, 10.75, -1.8, 19.4, 0.285, 0.082, 0.036
1722924562197, 11.5, -1.65, 19.75, 0.308, 0.087, 0.008
1722924562228, 11.7, -1.4, 19.95, 0.357, 0.061, 0.0328
1722924562259, 10.5, -2.1, 18.5, 0.229, 0.149, 0.04
1722924562306, 11, -1.6, 19, 0.304, 0.083, 0.036
1722924562337, 10.95, -2.05, 19.05, 0.256, 0.106, 0.0264
1722924562400, 11.45, -1.9, 19.4, 0.278, 0.076, 0.02
1722924562447, 11.35, -1.85, 19.45, 0.287, 0.074, 0.0136
1722924562509, 11.35, -1.9, 19.3, 0.298, 0.068, 0.0192
1722924562540, 11.2, -1.65, 19.65, 0.289, 0.095, 0.0112
1722924562572, 12.55, -1.1, 19.6, 0.347, -0.037, -0.0448
1722924562603, 11.25, -2.25, 19.25, 0.182, 0.096, -0.0208
1722924562634, 10.45, -2, 19.15, 0.285, 0.2, 0.0824
1722924562665, 11.3, -1.2, 19.95, 0.386, 0.096, 0.0544
