UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722588342494, 11.25, -2.2, 19.2, 0.299, 0.097, 0.044
1722588342510, 11.4, -2.15, 19.2, 0.292, 0.093, 0.0336
1722588342525, 11.5, -2.2, 19.3, 0.284, 0.076, 0.02
1722588342541, 11.35, -2.1, 19.25, 0.291, 0.098, 0.0344
1722588342557, 11.4, -2.25, 19.3, 0.279, 0.08, 0.024
1722588342572, 11.45, -2.55, 19.2, 0.269, 0.073, 0.0216
1722588342588, 11.25, -2.25, 19.15, 0.291, 0.105, 0.0328
1722588342604, 11.35, -2.05, 19.3, 0.309, 0.084, 0.0328
1722588342619, 11.5, -2.55, 19.15, 0.259, 0.08, 0.0128
1722588342635, 11.4, -2.25, 19.2, 0.268, 0.092, 0.0304
1722588342650, 11.35, -1.9, 19.25, 0.312, 0.093, 0.0392
1722588342666, 11.3, -2.35, 19.15, 0.277, 0.091, 0.028
1722588342682, 11.6, -2.35, 19.1, 0.264, 0.074, 0.0288
1722588342697, 11.4, -2.25, 19.25, 0.293, 0.09, 0.0296
1722588342713, 11.3, -2.15, 19.2, 0.279, 0.101, 0.0376
1722588342744, 11.7, -2.35, 19.25, 0.275, 0.068, 0.028
1722588342775, 11.15, -2.25, 19.3, 0.294, 0.092, 0.0272
1722588342822, 11.35, -2.05, 19.2, 0.289, 0.105, 0.0304
1722588342854, 11.35, -2.4, 19.3, 0.284, 0.081, 0.0208
1722588342885, 11.35, -2.25, 19.45, 0.285, 0.089, 0.0304
1722588342916, 11.3, -2.15, 19.25, 0.299, 0.089, 0.0424
1722588342947, 11, -2.5, 19.2, 0.28, 0.103, 0.0232
1722588342979, 11.7, -2, 19.6, 0.346, 0.057, 0.0104
1722588343010, 11.4, -2.1, 19.2, 0.288, 0.105, 0.0368
1722588343041, 11.1, -2.15, 19.1, 0.265, 0.085, -0.0032
1722588343119, 10.9, -1.95, 18.65, 0.291, 0.079, 0.0408
1722588343197, 11.4, -2.25, 19.5, 0.282, 0.111, 0.0088
1722588343244, 10.95, -2.45, 19.6, 0.262, 0.113, -0.004
1722588343291, 11.3, -2.25, 18.7, 0.229, 0.115, 0.0152
1722588343322, 11.95, -1.85, 19.9, 0.342, 0.033, 0.0032
1722588343354, 11.8, -2.25, 19.5, 0.287, 0.093, 0.0256
1722588343385, 11.6, -1.65, 20, 0.395, 0.125, 0.0736
1722588343416, 12, -1.9, 19.9, 0.365, 0.043, 0.0344
