UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722844663695, 11.4, -2.05, 19.5, 0.289, 0.082, 0.024
1722844663711, 11.6, -2.65, 19.55, 0.238, 0.082, 0.0312
1722844663726, 11.35, -1.85, 19.5, 0.317, 0.105, 0.0256
1722844663742, 11.15, -1.6, 19.4, 0.31, 0.084, 0.0448
1722844663758, 11.85, -1.95, 19.8, 0.323, 0.046, 0.0192
1722844663773, 11.6, -2.55, 19.2, 0.254, 0.072, 0.0184
1722844663789, 11.05, -2, 19.3, 0.287, 0.108, 0.0288
1722844663804, 11.3, -1.65, 19.55, 0.328, 0.102, 0.0432
1722844663820, 11.35, -2.4, 19.1, 0.249, 0.098, 0.0336
1722844663836, 11.55, -2.3, 19.55, 0.266, 0.084, 0.0184
1722844663851, 11.25, -1.7, 19.4, 0.325, 0.092, 0.0344
1722844663867, 11.45, -2.05, 19.3, 0.284, 0.087, 0.0424
1722844663883, 11.5, -2.3, 19.5, 0.268, 0.066, 0.0104
1722844663898, 11.25, -2.25, 19.35, 0.278, 0.092, 0.0392
1722844663914, 11.4, -2.05, 19.55, 0.298, 0.086, 0.0288
1722844663929, 11.6, -2.15, 19.6, 0.283, 0.074, 0.0208
1722844663945, 11.2, -2.05, 19.35, 0.285, 0.097, 0.0368
1722844663961, 11.3, -2, 19.55, 0.296, 0.081, 0.0296
1722844663976, 11.5, -1.95, 19.4, 0.285, 0.083, 0.036
1722844664008, 11.4, -1.85, 19.5, 0.302, 0.085, 0.0328
1722844664039, 11.5, -2.1, 19.5, 0.275, 0.066, 0.0248
1722844664070, 11.3, -1.9, 19.6, 0.316, 0.077, 0.0296
1722844664101, 11.6, -2.35, 19.5, 0.281, 0.07, 0.0312
1722844664133, 11.2, -1.9, 19.45, 0.287, 0.094, 0.0416
1722844664164, 11.6, -2.4, 19.5, 0.272, 0.07, 0.0144
1722844664195, 11.3, -1.85, 19.65, 0.321, 0.078, 0.036
1722844664226, 11.8, -2.35, 19.7, 0.314, 0.045, 0.0088
1722844664258, 11.3, -2.2, 19.55, 0.285, 0.082, 0.0536
1722844664289, 10.8, -2.7, 19.3, 0.226, 0.119, 0.0576
1722844664320, 10.65, -2.4, 18.65, 0.241, 0.172, 0.0872
1722844664351, 10.7, -1.65, 18.9, 0.285, 0.157, 0.0672
1722844664383, 11.95, -2.05, 20.05, 0.314, 0.058, -0.0392
1722844664414, 11.8, -2.1, 19.7, 0.301, 0.096, 0.0248
1722844664445, 10.95, -2.45, 18.65, 0.24, 0.112, 0.0512
1722844664476, 11.3, -1.7, 19.4, 0.319, 0.131, 0.1208
1722844664508, 10.85, -2.05, 18.85, 0.254, 0.095, 0.0488
1722844664539, 11.55, -2.25, 19.6, 0.248, 0.062, 0.0152
1722844664570, 11.15, -2.05, 18.95, 0.269, 0.076, 0.0216
1722844664601, 12.05, -1.6, 20.25, 0.403, 0.047, 0.0136
1722844664633, 10.75, -2.95, 18.75, 0.149, 0.145, 0.0352
1722844664664, 11.1, -2.3, 18.95, 0.252, 0.106, 0.0104
1722844664695, 10.6, -1.85, 18.85, 0.292, 0.143, 0.0616
1722844664726, 11.05, -2, 19.05, 0.282, 0.105, 0.052
1722844664758, 10.5, -2.2, 18.95, 0.259, 0.161, 0.064
1722844664789, 11.85, -2.65, 19.45, 0.241, 0.061, -0.0024
1722844664820, 11, -1.45, 18.95, 0.313, 0.09, 0.0288
1722844664851, 11.3, -2.05, 19.05, 0.285, 0.089, 0.0352
1722844664883, 12.15, -2.15, 20.4, 0.314, 0.001, 0.0192
1722844664914, 11.9, -1.85, 20.4, 0.357, 0.044, 0.0144
1722844664945, 11.6, -1.25, 19.9, 0.408, 0.043, 0.04
1722844664976, 10.95, -2.25, 18.5, 0.253, 0.086, 0.0408
1722844664992, 11.8, -1.8, 20.4, 0.344, 0.051, 0.0224
1722844665023, 12, -2.05, 19.5, 0.293, 0.02, -0.008
1722844665054, 12.05, -1.9, 20.05, 0.317, 0.041, -0.004
1722844665086, 11.55, -2.5, 19.45, 0.238, 0.069, 0.02
1722844665117, 10.7, -2.2, 19.1, 0.286, 0.175, 0.0808
1722844665148, 11.4, -1.75, 19.45, 0.346, 0.082, 0.0768
1722844665179, 11.6, -1.95, 19.85, 0.312, 0.065, 0.0112
1722844665211, 11.6, -2.45, 19.5, 0.262, 0.057, -0.0192
1722844665242, 10.95, -2.3, 19.35, 0.291, 0.111, 0.0824
1722844665273, 10.6, -1.95, 19.55, 0.331, 0.16, 0.0616
1722844665320, 11.2, -1.75, 19.9, 0.315, 0.084, -0.0184
1722844665351, 12.3, -2.4, 19.2, 0.253, 0.018, 0.028
1722844665383, 11.6, -1.25, 19.35, 0.356, 0.069, 0.0216
1722844665414, 11.75, -2.45, 19.55, 0.27, 0.067, 0.0312
1722844665445, 11.15, -2, 19.75, 0.309, 0.092, 0.0304
1722844665476, 11.55, -2.1, 19.5, 0.285, 0.064, 0.0216
1722844665508, 11.45, -2.45, 19.35, 0.245, 0.099, 0.0336
1722844665539, 11.1, -2.25, 19.5, 0.256, 0.107, 0.0208
1722844665570, 10.75, -2.7, 19.15, 0.242, 0.13, 0.0472
1722844665601, 11.4, -1.4, 19.75, 0.327, 0.107, 0.0008
1722844665633, 11.15, -2.65, 18.5, 0.181, 0.121, 0.064
1722844665664, 11, -2.6, 19.25, 0.214, 0.084, 0
1722844665695, 11.1, -1.15, 19.5, 0.358, 0.126, 0.0512
1722844665726, 11.8, -2.5, 19.35, 0.23, 0.051, 0.012
1722844665758, 11.15, -0.65, 19.5, 0.433, 0.101, 0.0888
1722844665789, 11.55, -2.35, 19.65, 0.328, 0.056, 0.0592
1722844665820, 11.55, -1, 20.3, 0.423, 0.043, 0.028
