UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722924133057, 11.6, -2.15, 19.3, 0.243, 0.051, 0.0368
1722924133072, 10.75, -1.15, 19.25, 0.319, 0.141, 0.0336
1722924133088, 11.1, -2, 19.2, 0.25, 0.113, 0.0408
1722924133104, 11.65, -2.1, 19.2, 0.247, 0.071, 0.0232
1722924133119, 11.25, -1.55, 19.35, 0.3, 0.094, 0.028
1722924133135, 11.05, -1.1, 19.45, 0.342, 0.089, 0.0192
1722924133150, 11.6, -2.15, 19.25, 0.252, 0.069, 0.0248
1722924133166, 11.2, -2, 19.25, 0.252, 0.087, 0.0176
1722924133182, 11.05, -1.25, 19.55, 0.335, 0.1, 0.0184
1722924133213, 11.4, -2.05, 19.35, 0.263, 0.085, 0.02
1722924133229, 11.2, -1.5, 19.4, 0.308, 0.091, 0.0336
1722924133244, 11, -1.5, 19.4, 0.302, 0.102, 0.0264
1722924133275, 11.4, -2.1, 19.35, 0.265, 0.062, 0.0144
1722924133307, 11.05, -1.45, 19.45, 0.318, 0.102, 0.024
1722924133338, 11.15, -1.85, 19.35, 0.279, 0.088, 0.0304
1722924133385, 11.35, -1.95, 19.3, 0.267, 0.084, 0.0264
1722924133416, 11.3, -1.5, 19.35, 0.3, 0.089, 0.0256
1722924133447, 11.1, -1.7, 19.4, 0.276, 0.093, 0.0304
1722924133479, 11.25, -1.55, 19.25, 0.297, 0.094, 0.0184
1722924133510, 11.25, -1.85, 19.4, 0.271, 0.082, 0.0272
1722924133541, 11.4, -1.8, 19.5, 0.282, 0.074, 0.0184
1722924133572, 11.65, -1.55, 19.4, 0.304, 0.09, 0.0168
1722924133588, 11.25, -1.6, 19.5, 0.316, 0.095, 0.0288
1722924133619, 11.4, -1.6, 19.15, 0.291, 0.072, 0.0312
1722924133650, 11.1, -2, 19.7, 0.278, 0.128, 0.0224
1722924133697, 11.95, -1.3, 19.95, 0.395, 0.015, 0.0136
1722924133729, 12.8, -1.1, 20.8, 0.401, -0.017, -0.0048
1722924133760, 11.9, -1.45, 19.7, 0.339, 0.058, 0.0112
1722924133791, 11.15, -1.7, 19.6, 0.313, 0.069, 0.0232
1722924133822, 10.65, -2.3, 19.05, 0.245, 0.109, -0.0136
1722924133854, 11.1, -1.9, 19.25, 0.272, 0.132, -0.0088
1722924133885, 11.15, -2.25, 20.15, 0.276, 0.069, 0.0072
1722924133916, 12, -1.2, 20.2, 0.399, 0.011, -0.0256
1722924133947, 11.55, -1.7, 19.55, 0.306, 0.108, 0.0344
1722924133979, 11.3, -1.2, 19.55, 0.328, 0.125, 0.0472
1722924134010, 11.8, -1.45, 20, 0.361, 0.052, 0.0256
1722924134057, 11.15, -2, 19.75, 0.306, 0.11, 0.0352
1722924134088, 10.65, -1.55, 19, 0.296, 0.162, 0.104
1722924134135, 12.1, -1.4, 19.95, 0.356, 0.024, 0.0064
1722924134182, 11.05, -1.8, 19.4, 0.294, 0.116, 0.0296
1722924134229, 11.1, -1.65, 19.25, 0.284, 0.102, 0.0288
1722924134275, 11.2, -1.85, 19.35, 0.279, 0.105, 0.0264
1722924134307, 11.25, -1.75, 19.45, 0.285, 0.103, 0.0264
1722924134338, 11.35, -1.7, 19.5, 0.298, 0.087, 0.02
1722924134385, 11.15, -1.75, 19.25, 0.289, 0.105, 0.0248
1722924134432, 10.85, -1.2, 19.35, 0.348, 0.117, 0.0368
1722924134447, 10.2, -2.4, 18.9, 0.234, 0.176, 0.0608
1722924134479, 10.45, -1.85, 19.1, 0.291, 0.17, 0.0896
1722924134510, 11.6, -1.15, 19.6, 0.377, 0.048, 0.0352
1722924134541, 11.1, -1.95, 19, 0.277, 0.091, 0.0576
1722924134572, 10.45, -1.95, 19.2, 0.21, 0.153, 0.0192
1722924134604, 10.7, -1.4, 19, 0.335, 0.168, 0.0864
1722924134635, 11.25, -1.3, 19.2, 0.346, 0.094, 0.084
1722924134666, 9.85, -1.7, 18.3, 0.261, 0.211, 0.0688
1722924134697, 11.4, -1.45, 19.4, 0.288, 0.046, -0.02
1722924134729, 12.1, -1.65, 19.8, 0.268, 0.014, -0.076
1722924134760, 10.55, -1.5, 18.7, 0.281, 0.143, 0.0592
1722924134791, 11.25, -2.35, 19.15, 0.208, 0.116, 0.008
1722924134822, 11.65, -1.3, 19.75, 0.33, 0.025, -0.0288
1722924134854, 11.2, -2.1, 19, 0.255, 0.102, 0.0264
1722924134885, 10.9, -1.6, 19.65, 0.31, 0.108, 0.0152
1722924134932, 10.65, -1.25, 19.4, 0.302, 0.136, 0.0312
1722924134979, 10.95, -2.05, 19.4, 0.246, 0.116, 0.0288
1722924135010, 10.85, -1.8, 19.15, 0.273, 0.149, 0.0576
1722924135041, 11.35, -1.65, 19.45, 0.285, 0.092, 0.0032
1722924135072, 11.5, -1.8, 19.3, 0.279, 0.055, 0.0016
1722924135104, 11.05, -1.6, 19.55, 0.319, 0.094, 0.0224
1722924135135, 11.3, -1.7, 19.25, 0.286, 0.093, 0.0304
1722924135166, 11.45, -1.8, 19.7, 0.302, 0.072, 0.0264
1722924135197, 10.4, -1.45, 18.9, 0.294, 0.147, 0.044
1722924135229, 11.95, -2.15, 19.45, 0.289, 0.042, 0.0304
1722924135260, 11.7, -0.4, 20.05, 0.44, 0.044, 0.0072
1722924135291, 11.3, -1.95, 18.65, 0.221, 0.099, 0.036
1722924135322, 10.8, -1.2, 19.25, 0.348, 0.126, 0.0568
1722924135354, 11.15, -2.5, 18.95, 0.204, 0.123, 0.0776
1722924135385, 10.95, -2.25, 19.45, 0.207, 0.119, -0.0144
1722924135416, 11.55, -2, 19.3, 0.272, 0.059, 0.016
1722924135447, 11.35, -2, 19.55, 0.294, 0.048, 0.0392
1722924135479, 10.5, -1.9, 18.55, 0.236, 0.196, 0.024
1722924135510, 11.25, -1.8, 19.2, 0.297, 0.071, 0.0192
1722924135541, 10.75, -1.35, 18.95, 0.272, 0.148, 0.0472
1722924135572, 11.4, -2.2, 19.45, 0.259, 0.052, -0.0072
1722924135604, 11, -1.9, 19.1, 0.251, 0.099, 0.0056
1722924135635, 11.8, -1.6, 19.5, 0.324, 0.059, 0.0376
1722924135666, 12.1, -2.1, 19.65, 0.295, 0.018, -0.0216
1722924135697, 11.6, -1.65, 20.2, 0.307, 0.048, -0.0336
1722924135729, 10.7, -2, 18.6, 0.249, 0.125, 0.0408
1722924135760, 10.75, -1.55, 19.15, 0.322, 0.149, 0.0856
1722924135791, 11.9, -1.85, 19.9, 0.299, 0.03, -0.0504
1722924135822, 11.95, -1.6, 19.65, 0.315, 0.042, -0.04
1722924135854, 12.25, -1.45, 20.4, 0.355, 0.018, -0.0296
1722924135885, 10.7, -2.25, 19.15, 0.268, 0.154, 0.0624
1722924135916, 10.7, -1.8, 18.85, 0.245, 0.121, 0.0424
1722924135963, 11.85, -1.75, 19.95, 0.326, 0.06, 0.0352
1722924136010, 11.25, -2.45, 19, 0.22, 0.113, 0.0288
1722924136041, 11.45, -2, 20.05, 0.311, 0.087, 0.0464
1722924136072, 11.65, -1.7, 19.5, 0.325, 0.09, 0.0168
1722924136104, 10.95, -1.45, 19.15, 0.303, 0.145, 0.056
1722924136150, 11.4, -1.1, 19.6, 0.346, 0.088, 0.0408
1722924136182, 11.1, -1.6, 18.85, 0.249, 0.118, 0.0224
1722924136213, 12.9, 2.05, 20.9, 0.83, 0.055, 0.116
1722924136244, 8.8, -3.25, 19, 0.189, 0.335, 0.1832
1722924136291, 11.85, -4.7, 19.8, -0.03, -0.033, -0.0616
1722924136322, 11.6, -3.85, 18.8, 0.017, 0.053, -0.0736
1722924136354, 6.7, -2.65, 20, 0.297, 0.441, 0.2112
1722924136400, 4.75, -1.95, 20.2, 0.248, 0.474, 0.2712
1722924136432, 3.3, -7.75, 22.9, -0.428, 0.468, -0.024
1722924136479, 1.2, -3.15, 16.7, 0.366, 0.915, 0.1008
1722924136510, 5.95, -2.45, 17, 0.05, 0.434, 0.28
1722924136541, 16.75, -3.25, 21.9, -0.163, -0.051, 0.0088
1722924136572, 13.35, -5.55, 12.85, 0.384, 0.291, -0.1504
1722924136619, 22.2, -6.55, 21.15, -0.082, -0.62, -0.2608
1722924136650, 21.25, -6.35, 16.8, -0.152, -0.503, -0.1456
1722924136682, 19, -5.25, 12.8, -0.273, -0.415, -0.404
1722924136713, 17, -5.7, 22.8, 0.255, -0.286, -0.0168
1722924136744, 15.7, -4.55, 18.15, -0.262, -0.071, -0.2416
1722924136760, 9.25, -6.95, 21.25, -0.098, 0.284, 0.128
1722924136791, 12.35, -8.8, 22.9, -0.054, 0.052, -0.0376
