UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1720601062493, 16.3, -10, 11.75, -0.21, 0.11, -0.0488
1720601062508, 16.35, -10, 11.9, -0.208, 0.084, -0.0488
1720601062524, 16.35, -9.65, 11.75, -0.183, 0.106, -0.052
1720601062540, 16.65, -9.9, 11.9, -0.164, 0.078, -0.0512
1720601062555, 16.6, -10, 12, -0.175, 0.068, -0.048
1720601062571, 16.25, -10.1, 11.9, -0.204, 0.096, -0.0496
1720601062587, 16.2, -9.95, 11.75, -0.17, 0.1, -0.0448
1720601062618, 16.45, -9.75, 11.9, -0.157, 0.084, -0.0512
1720601062633, 16.35, -10.05, 11.75, -0.195, 0.088, -0.0392
1720601062665, 16.2, -9.95, 11.85, -0.186, 0.094, -0.052
1720601062696, 16.55, -9.85, 11.75, -0.178, 0.081, -0.0312
1720601062727, 16.4, -10, 11.95, -0.202, 0.078, -0.0416
1720601062758, 16.25, -9.85, 11.7, -0.174, 0.09, -0.0392
1720601062790, 16.1, -9.95, 11.8, -0.172, 0.11, -0.0448
1720601062821, 16.15, -9.7, 11.8, -0.173, 0.113, -0.052
1720601062852, 16.35, -9.35, 11.6, -0.131, 0.103, -0.0528
1720601062883, 15.75, -8.2, 11.25, -0.02, 0.159, -0.0368
1720601062915, 15.55, -7.3, 12.75, 0.05, 0.156, -0.1008
1720601062946, 17.35, -7.35, 11.35, 0.055, -0.061, -0.0976
1720601062977, 15.15, -6.5, 13, 0.094, 0.154, -0.0328
1720601063008, 17.45, -6.9, 12.85, 0.048, -0.03, -0.0824
1720601063040, 17.85, -6.65, 13.25, 0.11, -0.053, -0.0536
1720601063071, 16.95, -7.25, 12.95, 0.11, 0.077, -0.0464
1720601063102, 16.3, -6.7, 10.05, 0.085, 0.163, -0.056
1720601063118, 16.5, -6.2, 11.55, 0.215, 0.046, -0.056
1720601063149, 17.1, -9.85, 12.4, -0.235, -0.114, -0.0976
1720601063180, 17.6, -12.2, 11.6, -0.361, -0.158, -0.0296
1720601063212, 17.65, -11.8, 11.55, -0.269, 0.024, -0.0192
1720601063227, 17.5, -13.4, 13.95, -0.516, -0.007, 0.0416
1720601063258, 17.4, -13.95, 10.65, -0.451, 0.036, -0.0328
1720601063290, 16.25, -13.6, 10.9, -0.512, 0.239, 0.012
1720601063321, 17.1, -13, 13.6, -0.497, 0.039, -0.0832
1720601063368, 16.65, -10.65, 10.95, -0.246, 0.113, -0.0576
1720601063430, 17.6, -8.4, 13.15, -0.025, -0.032, -0.0528
1720601063477, 17.8, -9.7, 12, -0.17, -0.053, -0.0336
1720601063508, 16.9, -8.4, 12.05, -0.053, 0.043, -0.036
1720601063540, 23.9, -11.85, 5.5, -0.394, -0.655, -0.0272
1720601063587, 19.1, -8, 9.85, 0.066, -0.047, -0.1056
1720601063633, 13.85, -12.05, 15.55, -0.482, 0.354, -0.1104
1720601063680, 17.3, -7.6, 15.35, 0.079, 0.006, -0.112
1720601063712, 16.1, -9.65, 9.95, -0.189, 0.129, -0.0304
1720601063743, 16.65, -10, 7.85, -0.208, 0.043, -0.0384
