UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722844540192, 15.85, -8.9, 12.2, -0.153, 0.113, -0.072
1722844540208, 15.85, -9.6, 12.1, -0.227, 0.108, -0.0728
1722844540239, 15.6, -9, 12, -0.171, 0.123, -0.0616
1722844540255, 15.95, -9.05, 12.25, -0.18, 0.092, -0.0728
1722844540270, 15.8, -9.3, 11.9, -0.201, 0.102, -0.0928
1722844540286, 15.85, -9.25, 12.05, -0.208, 0.113, -0.0816
1722844540301, 15.8, -9.15, 12.2, -0.172, 0.106, -0.08
1722844540317, 16, -9.05, 12.1, -0.189, 0.075, -0.0848
1722844540348, 15.75, -9.15, 12.1, -0.176, 0.106, -0.0752
1722844540380, 15.8, -9.25, 12.2, -0.193, 0.099, -0.0728
1722844540411, 15.95, -9, 12.1, -0.167, 0.094, -0.08
1722844540442, 15.85, -9.45, 12.35, -0.198, 0.104, -0.0664
1722844540473, 15.85, -9.05, 12.05, -0.163, 0.119, -0.0904
1722844540505, 15.7, -8.9, 12.25, -0.181, 0.118, -0.0664
1722844540536, 15.45, -7.9, 12.3, -0.051, 0.101, -0.0816
1722844540567, 15.75, -7.1, 12.6, -0.022, 0.102, -0.0856
1722844540598, 15.85, -6.45, 12.2, 0.117, 0.138, -0.2456
1722844540630, 14.7, -5, 11.3, 0.296, 0.214, -0.1704
1722844540645, 15.8, -5.9, 11.45, 0.125, 0.129, -0.128
1722844540676, 14.65, -5, 12.45, 0.136, 0.2, -0.1128
1722844540708, 14.95, -4.45, 9.6, 0.294, 0.243, -0.1968
1722844540739, 15.25, -5.35, 12.5, 0.092, 0.134, 0.0048
1722844540770, 15.65, -6.05, 10.7, 0.072, 0.09, -0.0952
1722844540801, 15.2, -5.2, 11.9, 0.141, 0.23, -0.1904
1722844540833, 16.7, -9.1, 12.75, -0.278, 0.06, -0.1952
1722844540864, 16.6, -11.2, 10.6, -0.21, 0.096, -0.0616
1722844540895, 17.2, -12.05, 16.7, -0.537, -0.089, 0.0232
1722844540926, 16.2, -13.45, 13.3, -0.566, 0.085, -0.112
1722844540958, 15.95, -12.9, 11.2, -0.495, 0.175, 0.0056
1722844540989, 15.8, -11.8, 13.45, -0.365, 0.135, -0.1392
1722844541020, 17.05, -10.8, 12.7, -0.31, -0.001, -0.04
1722844541051, 16.35, -9.2, 11.05, -0.164, 0.074, -0.088
1722844541083, 16.85, -8.35, 12.5, -0.13, 0.038, -0.0912
1722844541130, 15.05, -4.1, 8.8, 0.301, 0.188, -0.0896
1722844541145, 21.95, -10.25, 5.5, -0.284, -0.45, -0.1048
1722844541176, 22.9, -9, 6.65, -0.228, -0.633, -0.068
1722844541208, 16.1, -6.45, 14.25, 0.06, 0.119, -0.1344
1722844541239, 13.5, -11, 14.55, -0.434, 0.357, -0.0984
1722844541270, 16.9, -9.65, 14.05, -0.308, 0.032, -0.0176
1722844541286, 16.85, -7.3, 10.6, 0.115, 0.111, -0.0896
1722844541317, 17, -8.8, 9.45, -0.164, -0.021, -0.0584
1722844541348, 17.35, -10.2, 10.55, -0.38, -0.105, -0.0368
1722844541380, 15.55, -5.8, 11.7, 0.157, 0.148, -0.0608
1722844541411, 16.85, -7.2, 16.25, -0.037, 0.075, -0.1128
1722844541442, 16.7, -7.2, 14.55, -0.036, 0.081, -0.0904
1722844541473, 15.05, -4.75, 6.05, 0.595, 0.448, -0.1248
1722844541505, 11.8, -1.05, -17, 1.657, 1.171, -0.1704
1722844541536, 16.1, -11.45, 0.05, -0.243, 0.276, -0.2944
1722844541567, 17, -14.85, 14.55, -1.275, 0.005, -0.1168
