UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722588571669, 11.65, -2.4, 19.35, 0.292, 0.045, 0.0376
1722588571685, 11.1, -1.95, 19.2, 0.301, 0.135, 0.0408
1722588571700, 11.85, -2.1, 19.6, 0.336, 0.048, 0.032
1722588571716, 11.5, -3.05, 18.95, 0.2, 0.082, 0.0152
1722588571731, 11.55, -2.35, 19.35, 0.291, 0.09, 0.0288
1722588571747, 11.2, -1.9, 19.4, 0.316, 0.101, 0.0304
1722588571763, 11.55, -2.35, 19.2, 0.274, 0.054, 0.0128
1722588571778, 11.75, -2.5, 19.3, 0.273, 0.059, 0.0336
1722588571794, 11.45, -2.25, 19.25, 0.282, 0.086, 0.0296
1722588571810, 11.4, -2, 19.4, 0.306, 0.086, 0.032
1722588571825, 11.45, -2.4, 19.1, 0.273, 0.093, 0.0312
1722588571841, 11.25, -2.5, 19.1, 0.258, 0.107, 0.0328
1722588571856, 11.35, -2.2, 19.45, 0.296, 0.092, 0.0336
1722588571888, 11.3, -2.35, 19.2, 0.275, 0.093, 0.0216
1722588571919, 11.55, -2.1, 19.4, 0.305, 0.087, 0.0296
1722588571935, 11.65, -2.4, 19.3, 0.278, 0.065, 0.02
1722588571950, 11.4, -2.25, 19.4, 0.295, 0.09, 0.0232
1722588571966, 11.15, -2.1, 19.2, 0.29, 0.102, 0.0352
1722588571997, 11.5, -2.7, 19.2, 0.249, 0.078, 0.024
1722588572044, 11.6, -2.55, 19.25, 0.27, 0.07, 0.0296
1722588572075, 11.25, -2.15, 19.35, 0.304, 0.1, 0.0336
1722588572106, 11.7, -2.55, 19.1, 0.269, 0.07, 0.024
1722588572138, 11.55, -2.15, 19.3, 0.291, 0.089, 0.044
1722588572169, 11.65, -2.4, 19.35, 0.283, 0.088, 0.0216
1722588572200, 11.4, -2.15, 19.15, 0.284, 0.083, 0.0352
1722588572231, 11.65, -2.3, 19.6, 0.318, 0.061, 0.0152
1722588572263, 11.05, -2.65, 18.65, 0.246, 0.118, 0.0328
1722588572294, 10.85, -2.8, 19.15, 0.216, 0.123, 0.0472
1722588572325, 10.3, -3.1, 18.6, 0.186, 0.171, 0.0576
1722588572356, 11.25, -2.25, 19.55, 0.309, 0.11, 0.0616
1722588572388, 12.2, -1.95, 19.7, 0.341, 0.073, 0.0384
1722588572419, 12.4, -1.9, 19.85, 0.346, 0.026, -0.0032
1722588572450, 10.85, -3.15, 18.7, 0.187, 0.107, 0.044
1722588572481, 11.6, -2, 19.95, 0.325, 0.041, 0.0144
1722588572513, 11.1, -2.35, 19.25, 0.286, 0.06, 0
1722588572544, 11.2, -2.85, 19.1, 0.21, 0.107, 0.06
1722588572575, 10.75, -2.55, 19, 0.268, 0.095, 0.0576
1722588572622, 11.9, -1.85, 19.8, 0.356, 0.065, -0.0072
1722588572653, 11, -2.3, 19.05, 0.277, 0.108, -0.0112
1722588572700, 11.3, -2.35, 19.1, 0.262, 0.105, 0.0296
1722588572763, 11.4, -2, 19.4, 0.337, 0.077, 0.0584
1722588572810, 11.5, -1.9, 19.25, 0.296, 0.076, 0.02
1722588572856, 11.6, -2.3, 19.3, 0.261, 0.08, 0.0224
1722588572903, 11.8, -2.4, 19.6, 0.273, 0.044, 0.0064
1722588572935, 11.1, -2.8, 19, 0.206, 0.098, 0.0352
1722588572966, 11.25, -1.6, 19.05, 0.329, 0.065, 0.0112
1722588572997, 12.35, -1.85, 19.5, 0.317, 0.009, -0.0216
1722588573044, 12.25, -2.7, 19.6, 0.233, -0.022, -0.0232
1722588573075, 11.05, -2.5, 18.5, 0.203, 0.12, 0.0072
1722588573106, 10.95, -2.95, 19.35, 0.217, 0.102, -0.008
1722588573138, 10.95, -2.8, 18.3, 0.2, 0.128, 0.032
1722588573169, 12.95, -2.15, 20.2, 0.338, -0.038, -0.0376
1722588573200, 12.8, -2, 20.5, 0.329, 0.001, -0.0376
1722588573231, 12.85, -2.55, 20.2, 0.308, -0.002, -0.0376
1722588573263, 10.7, -2.8, 18.45, 0.218, 0.155, 0.0616
1722588573294, 10.95, -2.1, 19.25, 0.297, 0.113, 0.036
1722588573325, 11.5, -2.7, 19.45, 0.272, 0.088, 0.0432
1722588573356, 11.65, -2.05, 19.35, 0.286, 0.077, -0.0008
1722588573388, 10.95, -2.25, 18.55, 0.271, 0.105, 0.0472
1722588573419, 11.75, -2.45, 19.25, 0.253, 0.052, 0.0232
1722588573450, 11.35, -2, 19.65, 0.332, 0.059, 0.028
1722588573481, 11.75, -2.05, 19.2, 0.313, 0.054, 0.0472
1722588573528, 12.15, -2.6, 19.3, 0.264, 0.031, 0.0032
1722588573544, 11.4, -1.85, 19.25, 0.314, 0.083, 0.0312
