UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1720599783016, 16.15, -10.05, 11.85, -0.191, 0.093, -0.0328
1720599783031, 16.15, -9.95, 11.6, -0.18, 0.125, -0.0496
1720599783047, 16.35, -10, 11.75, -0.176, 0.097, -0.048
1720599783063, 16.4, -10.3, 11.95, -0.197, 0.073, -0.0432
1720599783078, 16, -10.05, 11.7, -0.201, 0.108, -0.0424
1720599783094, 16.3, -9.95, 11.9, -0.168, 0.092, -0.0576
1720599783110, 16.3, -9.95, 11.7, -0.159, 0.094, -0.0528
1720599783125, 16.35, -10.1, 11.75, -0.208, 0.099, -0.0368
1720599783141, 16.2, -10.1, 11.85, -0.189, 0.101, -0.0296
1720599783156, 16.35, -9.75, 11.8, -0.163, 0.097, -0.0464
1720599783203, 16.05, -9.95, 11.75, -0.178, 0.105, -0.0648
1720599783235, 16.35, -10, 12.05, -0.2, 0.084, -0.0512
1720599783250, 16.45, -9.95, 11.8, -0.19, 0.085, -0.0456
1720599783281, 16.2, -10, 11.8, -0.16, 0.098, -0.0288
1720599783313, 16.25, -10, 11.85, -0.186, 0.089, -0.04
1720599783344, 16.25, -10.1, 11.75, -0.182, 0.094, -0.0464
1720599783375, 16.2, -9.9, 11.95, -0.192, 0.069, -0.0344
1720599783406, 16.15, -9.35, 11.75, -0.121, 0.087, -0.0432
1720599783438, 16.35, -9.05, 11.6, -0.088, 0.084, -0.048
1720599783469, 15.15, -7.7, 11.65, -0.013, 0.208, -0.0568
1720599783500, 17.55, -8.05, 11.6, 0.005, 0.019, -0.1088
1720599783531, 15.8, -6.25, 12.9, 0.085, 0.137, -0.024
1720599783563, 16.05, -6.45, 10.55, 0.178, 0.187, -0.0672
1720599783594, 15.4, -4.75, 12.65, 0.183, 0.08, -0.0064
1720599783625, 15.25, -5.75, 12.2, 0.086, 0.249, -0.0632
1720599783656, 18.1, -9.1, 12.55, -0.099, -0.009, 0.0256
1720599783688, 16.65, -6.45, 12.25, 0.166, 0.031, -0.0336
1720599783719, 17.5, -10.45, 12.75, -0.185, -0.047, 0.024
1720599783750, 17.2, -11.1, 10.65, -0.243, 0.105, -0.0712
1720599783781, 17.6, -12, 10.3, -0.309, 0.028, -0.12
1720599783813, 18.65, -15.65, 14.45, -0.494, -0.113, -0.012
1720599783844, 17.75, -16.7, 14, -0.889, -0.2, 0.0824
1720599783906, 17.1, -12, 11.85, -0.336, 0.034, 0
1720599783969, 16.65, -9.3, 11.8, -0.129, 0.092, -0.0264
1720599784016, 17.3, -9.35, 12.15, -0.133, -0.008, -0.036
1720599784063, 17.15, -9, 12.55, -0.101, 0.002, -0.0496
1720599784094, 17.15, -8.95, 11.8, -0.095, 0.004, -0.0472
1720599784141, 20.9, -9.05, 5.35, -0.037, -0.297, -0.0752
1720599784188, 17.5, -7.65, 11.8, 0.115, -0.051, -0.0656
1720599784235, 13.85, -11.1, 15.95, -0.251, 0.386, -0.0736
1720599784266, 17.4, -8.75, 13.85, -0.018, 0.015, -0.0896
1720599784297, 17.7, -8.85, 14.05, -0.145, -0.054, -0.0584
1720599784328, 16.1, -9.8, 11.8, -0.189, 0.121, -0.0448
1720599784360, 16.9, -8.6, 10.35, -0.049, 0.033, -0.0456
1720599784391, 16.4, -6.25, 8, 0.239, 0.087, -0.0808
1720599784422, 16.6, -10.45, 6.95, -0.137, 0.078, -0.048
1720599784453, 17.95, -10.05, 11.05, -0.109, -0.022, -0.0312
1720599784485, 18.05, -8.6, 11.9, -0.077, -0.085, -0.0592
1720599784516, 17.35, -10.9, 11.7, -0.207, -0.016, -0.0664
1720599784547, 16.7, -8.45, 14.7, -0.051, 0.051, -0.0496
1720599784578, 16.5, -6.35, 13.9, 0.223, 0.065, -0.0632
1720599784610, 16.95, -7, 11.05, 0.366, 0.18, -0.0984
1720599784641, 17.05, -10.3, 16.05, -0.291, 0.021, -0.1792
1720599784672, 16, -10.35, 14.15, -0.405, 0.2, -0.2728
1720599784703, 17.5, -14.3, 14.7, -0.696, 0.124, -0.1816
1720599784735, 13.45, -11.2, 6.3, -0.457, 0.565, -0.2944
1720599784766, 15.85, -12.95, 10.2, -0.898, 0.239, -0.1848
1720599784813, 15.8, -12.85, 10, -0.786, 0.186, -0.1936
1720599784875, 16.25, -13.75, 10.95, -0.893, 0.159, -0.1984
