UNIXtime[ms], fx[N], fy[N], fz[N], mx[Nm], my[Nm], mz[Nm]
1722588687372, -5.95, 16.2, 0.35, -0.129, -0.02, -0.024
1722588687404, -5.9, 16.2, 0.4, -0.119, -0.02, -0.0256
1722588687435, -6.05, 16.2, 0.45, -0.142, -0.02, -0.0256
1722588687466, -5.95, 16.4, 0.4, -0.133, -0.02, -0.0248
1722588687497, -5.95, 16.2, 0.35, -0.122, -0.021, -0.0256
1722588687529, -5.9, 16.15, 0.5, -0.147, -0.021, -0.0264
1722588687560, -6.05, 16.25, 0.35, -0.12, -0.021, -0.0264
1722588687591, -5.95, 16.2, 0.4, -0.128, -0.019, -0.0248
1722588687622, -6.05, 16.2, 0.5, -0.143, -0.019, -0.024
1722588687669, -5.9, 16.3, 0.35, -0.125, -0.021, -0.0264
1722588687685, -5.95, 16.3, 0.4, -0.143, -0.02, -0.0232
1722588687716, -5.95, 16.2, 0.5, -0.138, -0.021, -0.0264
1722588687747, -5.95, 16.25, 0.4, -0.12, -0.021, -0.0288
1722588687779, -5.95, 16.25, 0.4, -0.146, -0.02, -0.0248
1722588687810, -5.95, 16.35, 0.5, -0.132, -0.019, -0.0232
1722588687841, -6, 16.15, 0.45, -0.122, -0.019, -0.024
1722588687872, -6, 16.3, 0.45, -0.147, -0.021, -0.0272
1722588687904, -5.8, 16.15, 0.45, -0.136, -0.02, -0.0232
1722588687935, -6.05, 16.2, 0.45, -0.126, -0.021, -0.0312
1722588687966, -5.8, 16.35, 0.4, -0.146, -0.02, -0.0288
1722588687997, -6, 16.35, 0.25, -0.119, -0.019, -0.0248
1722588688044, -5.85, 16.15, 0.4, -0.144, -0.02, -0.0272
1722588688091, -6.1, 16.25, 0.4, -0.121, -0.02, -0.0256
1722588688122, -5.85, 16.1, 0.45, -0.141, -0.019, -0.0264
1722588688169, -5.95, 16.2, 0.35, -0.128, -0.02, -0.0264
1722588688216, -6, 16.25, 0.45, -0.141, -0.02, -0.024
1722588688263, -5.9, 16.2, 0.35, -0.126, -0.02, -0.0216
1722588688310, -5.95, 16.3, 0.45, -0.137, -0.02, -0.0232
1722588688341, -5.95, 16.2, 0.45, -0.133, -0.02, -0.0256
1722588688372, -6.1, 16.1, 0.4, -0.122, -0.02, -0.024
1722588688404, -5.9, 16.25, 0.45, -0.145, -0.02, -0.0232
1722588688435, -5.8, 16.2, 0.45, -0.123, -0.021, -0.0264
1722588688466, -5.95, 16.25, 0.4, -0.127, -0.02, -0.0248
1722588688497, -6, 16.25, 0.4, -0.142, -0.019, -0.0264
1722588688529, -5.9, 16.15, 0.35, -0.12, -0.02, -0.028
1722588688560, -5.85, 16.35, 0.45, -0.139, -0.019, -0.0248
1722588688591, -5.8, 16.35, 0.45, -0.142, -0.02, -0.0232
1722588688622, -5.9, 16.3, 0.3, -0.118, -0.02, -0.0248
1722588688654, -5.85, 16.3, 0.45, -0.137, -0.02, -0.0296
